	chr6:30151271-30151420	chr6:30151421-30151570	chr6:30151571-30151720	chr6:30151721-30151870	chr6:30151871-30151960	chr6:30151961-30152020	chr6:30152021-30152070	chr6:30152071-30152170	chr6:30152171-30152250	chr6:30152251-30152320	chr6:30152321-30152470	chr6:30152471-30152540	chr6:30152541-30152620	chr6:30152621-30152770	chr6:30152771-30152920	chr6:30152921-30152970	chr6:30152971-30153070	chr6:30153071-30153220	chr6:30153221-30153370	chr6:30153371-30153440	chr6:30153441-30153520	chr6:30153521-30153620	chr6:30153621-30153670	chr6:30153671-30153820	chr6:30153821-30153970	chr6:30153971-30154120	chr6:30154121-30154270	chr6:30154271-30154420	chr6:30154421-30154570	chr6:30154571-30154720	chr6:30154721-30154870	chr6:30154871-30155020	chr6:30155021-30155170	chr6:30155171-30155320	chr6:30155321-30155470	chr6:30155471-30155620	chr6:30155621-30155770	chr6:30155771-30155850	chr6:30155851-30155920	chr6:30155921-30156070	chr6:30156071-30156140	chr6:30156141-30156220	chr6:30156221-30156290	chr6:30156291-30156370	chr6:30156371-30156520	chr6:30156521-30156590	chr6:30156591-30156670	chr6:30156671-30156770	chr6:30156771-30156811	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.10334cc2-577d-467e-a601-b7232b684380.fc.signal	0.524985	0.895515	0.808298	0.523062	0.636563	0.680846	0.672468	1.01867	0.863355	0.614165	0.158734	0	0	0.0798252	0.498523	0.372529	0.167291	0.305195	0.523628	0.711686	0.820601	0.531106	0.232793	0.0427289	0.403324	0.173715	0.237994	0.380276	0.3476	0.47084	0.813934	1.44376	2.88561	1.2646	0.19975	0.125454	0.236198	0.351918	0.280803	0.770651	1.33424	1.27949	1.91462	2.23561	2.34848	2.2887	1.57367	0.603906	0.312667	0.735849
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	0.74394	0.545353	0.698735	1.54233	0.66749	0	0	0	0	0	0	0	0	0.383868	1.47345	1.00401	0.0191727	0	0	0	0	0.530442	1.27817	0.541093	0	0	0	0.0170424	1.18018	0.123557	0.805247	1.03532	2.82905	2.08343	3.16138	2.497	2.98749	3.38324	1.7871	0.376161	0.460446	0.994405	1.27115	1.32083	0.957752	2.05202	3.59065	3.97133	2.02273	0.656085
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.342281be-4e86-4e27-9e01-e85aacc54324.fc.signal	0.38417	0.783705	0.675488	0.472853	0.413437	0	0	0.0922665	0.529225	1.04367	0.847502	0.300173	0.709253	0.935053	0.191795	0.215533	0.767278	0.827403	0.718925	0.968975	0.934931	0.784774	0.772227	0.456994	0.679641	0.230187	0.381056	1.10842	0.847197	0.821306	1.32804	2.26997	2.43855	1.42276	0.391355	0.456015	0.937297	0.829539	1.01803	1.06303	0.661702	0.0542138	0	0	0	0	0	0	0	0.565657
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003834.5.f42a7840-4039-4ec1-810a-c63548aca642.fc.signal	8.33729	19.3917	13.6756	12.7588	3.60435	2.89081	5.30396	17.0909	20.571	8.14372	4.65139	6.4719	13.4996	12.8867	5.68124	9.85088	23.3343	36.3616	32.9466	31.0322	12.4387	7.62954	16.0074	27.5734	23.9865	29.4106	25.4851	19.0201	19.0043	6.92186	13.0221	11.1602	5.34244	6.8763	5.53808	3.74922	2.22299	4.16764	12.4171	35.0762	31.107	12.7384	11.7193	29.9028	42.8905	17.8557	5.15553	5.93194	18.0347	0.557642
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003813.1.eaaac0a3-b084-49f5-8ed4-a37c494e32ee.fc.signal	0.0771711	0.140267	0.947498	0.732658	0.827277	0.901381	0.77562	0.359556	0.0611411	0	0.127089	0.21787	0.231505	0.275581	0.453261	0.359561	0.237866	0.170165	0.260427	0.00187886	0	0	0	0.176128	0.192647	0.23305	0.771101	0.650179	0.304552	1.49716	3.01015	3.59843	4.77817	5.55547	4.00416	1.57044	1.26267	0.638602	0.314295	0.459784	0.895956	1.15188	1.00688	0.826934	1.92934	2.67602	1.91507	1.37306	1.36166	0.690647
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0.234293	0.863173	1.27826	0.236491	0.487274	0.599163	0.55941	0.762286	0.916444	0.470614	0.102763	0.34176	0.346099	0.0632243	0.201458	0.340559	0.14064	0.06512	0.328197	0.0457161	0.01068	0.208096	0.618613	0.97311	0.253948	0.184254	0.312859	0.46976	0.601553	2.28736	2.17647	2.39948	4.18385	3.77921	2.81034	2.2279	1.54732	2.30566	2.57042	1.7703	1.62521	2.26601	2.291	1.72122	2.6151	2.63392	1.59875	1.53859	1.84594	0.885496
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aeed1346-11ea-42a3-9799-b44bd957c243.fc.signal	1.17491	1.28461	0.494459	0.740362	0.475516	0.690032	1.20736	1.69188	1.00048	0.399724	0.647501	0.650981	1.66629	2.68506	1.61366	1.31249	1.14784	1.34747	0.311463	1.03908	2.02393	1.24858	0.89019	1.13722	0.82861	1.23441	0.619889	0.261718	0.900348	0.763385	2.09534	1.33115	1.35522	0.65681	0.287507	0.264099	0.305551	0.171635	0.629861	2.60865	2.15957	1.78992	1.88767	1.97864	3.48472	2.88476	1.73558	1.30465	0.85051	0.642857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.705d0a23-5da9-44fc-b8a6-299bfe826407.fc.signal	0.0722043	0.166555	0.757815	1.23789	0.22349	0	0	0	0	0	0	0.358625	1.29095	0.71668	2.4707	1.0436	0.200604	0.509455	2.59834	0.448277	0	0.0081669	0.256225	0.711712	0.739529	0.869171	0.238414	0.888047	0.684596	0.791941	1.11845	0.787117	1.83051	1.26536	0.890942	0.620757	0.0441085	0.896783	1.3501	1.03429	1.59597	0.41639	0.0876417	0.663611	0.468898	0.0940931	0	0	0.0473063	0.78453
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.efaf5424-48a2-426f-8f4e-0fdd590e949e.fc.signal	0	0.0589454	0.181754	0.107659	0.0542742	0	0	0	0	0	0.0005434	0.0813559	0.137399	0.123523	0.0129556	0	0.0145034	0.23896	0.389324	0.513552	0.459327	0.494753	0.378766	0.379312	0.343341	0.170154	0.0412542	0	0.226617	0.482327	0.17665	0.0807176	0.378469	0.638004	0.387374	0.391038	0.704276	0.456158	0.194214	0.356546	0.399522	0.250801	0.245226	0.44557	0.610794	0.618066	0.588509	0.407415	0.383644	0.740458
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001012.4.4385ecaa-47ed-48e3-8af5-20303d73a7da.fc.signal	0.432085	0.301097	0.898679	1.52981	1.07908	0.395007	0.1581	0.589279	1.59373	1.64731	0.378604	0	0	0	0	0	0.284388	0.572551	0.959362	0.225445	0.122985	0.169605	0.114153	0.234572	0.502052	0.285796	0.461856	0.790754	0.350519	0.199809	0.462595	0.535269	1.3184	1.80127	1.36423	0.448968	1.34241	1.22695	0.620725	0.103207	0.277241	0.601528	1.06112	1.30826	1.3092	0.490154	0.311304	0.432536	0.427071	0.703297
