	chr2:140232286-140232435	chr2:140232436-140232585	chr2:140232586-140232735	chr2:140232736-140232815	chr2:140232816-140232885	chr2:140232886-140233035	chr2:140233036-140233065	chr2:140233066-140233185	chr2:140233186-140233215	chr2:140233216-140233335	chr2:140233336-140233485	chr2:140233486-140233635	chr2:140233636-140233785	chr2:140233786-140233935	chr2:140233936-140234085	chr2:140234086-140234235	chr2:140234236-140234385	chr2:140234386-140234535	chr2:140234536-140234685	chr2:140234686-140234835	chr2:140234836-140234885	chr2:140234886-140234985	chr2:140234986-140235135	chr2:140235136-140235285	chr2:140235286-140235435	chr2:140235436-140235585	chr2:140235586-140235735	chr2:140235736-140235885	chr2:140235886-140236035	chr2:140236036-140236185	chr2:140236186-140236335	chr2:140236336-140236485	chr2:140236486-140236635	chr2:140236636-140236695	chr2:140236696-140236785	chr2:140236786-140236935	chr2:140236936-140237085	chr2:140237086-140237235	chr2:140237236-140237384	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.100908	0.245816	0.402664	0	0.0123047	0.438833	0.365422	0.271853	0.355031	0.483011	0.301334	0.269825	0.183748	0.289355	0.216946	0.239514	0.102174	0.0712687	1.10427	1.04804	0.0638526	0	0.186851	0.429383	0	0	0	0	0.512659	0.117892	0	0.28506	0.724719	0	0.117462	0.26852	0.189739	0.400658	0.266838	0.29686
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.262115	0.391858	0.384234	0	0	0.171566	0.71486	0.679117	0	0	0.142972	0.71486	0	0	0.863613	1.0047	0.257828	0	0.0025044	0.353123	0.3143	0	0	0	0	0.285944	0.571888	0	0.0476573	0.71486	0.848648	0.825237	0.577471	0.457053	0.516325	0.0285944	0	0.552825	0.307054	0.982778
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	0.187073	0	0	0	0	0	0	0	0	0	0	0	0	0.138831	0.97675	1.48144	1.0221	0.469086	0.368135	0.0145035	0.242416	0.916975	1.18745	0.192711	0.528173	1.04029	0.561599	0.35225	0	0	0.0331509	0.528434	0.267309	0	0.480089	0.520192	0	0	0.123991	0.52623
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	0.253627	0.370992	0.454094	1.01803	0.427774	0.0673918	0.46476	1.14119	1.16773	0.516348	0.303936	0.172103	0.127399	0.0095608	0.0817152	0.965371	0.281695	0	0	0.865818	1.8569	0.534916	0	0	0	0.00265587	0.18034	0.0982661	0.184098	0	0	0	0.422564	0.662271	0.360741	0.153369	0.258461	0.134638	0.331211	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	0	0	0.456437	0.172915	0.681757	0.432836	0	0	0	0.209237	0.446357	0	0.832327	0.362616	0	0	0	0.237966	0.35034	0.616202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48711	0.0690103	0	0	0.951342
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.50e4b52f-c2ee-4e5a-94ba-4c206af20e08.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415197
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.38d96ded-07f5-41c6-bca5-4d0a649a7511.fc.signal	0.0356278	0	0.251149	0.311363	0.0764623	0	0	0	0	0	0	0.0397996	0.67384	0.192134	0.0837163	0.753438	0.192136	0.329376	0	0	0	0.152336	0.326631	0.0247032	0	0	0	0	0.0658752	0.160571	0.181157	0.0452892	0.181157	0.41172	0.178412	0	0	0	0	0.445143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.af2fffce-696b-421a-8732-73b351c68c67.fc.signal	0.972087	0.304991	0	0	0	0	0	0	0	0.0276038	0.613907	0.335662	0	0	0	0	0	0	0.220831	2.86808	2.4783	0.203867	0	0	0	0.176664	1.20132	1.32941	0.207582	0	0.411519	0	0	0.0331245	0.66249	0.560908	0.705434	0.150673	0.942608	0.591667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.7114bd47-4fa8-4cc2-a314-a8f63b9a798b.fc.signal	0.467013	0.192259	0	0	0	0	0	0	0	0	0	0	0.299801	0.264653	0.437058	0.36451	0.0443399	1.28058	1.26422	0	0	0	0	0	0	0	0	0	0	0	0.203899	0.548091	0	0.440405	1.93247	0.978982	0.252212	1.34435	0.0234242	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.d0662727-3cb8-42a6-9eb8-875cfded9c1e.fc.signal	0.170826	0	0	0	0	0.0370855	0.58556	0.561643	0.00975933	0.448929	0.277165	0.35524	0.489918	0.392255	0.910489	1.0647	0.307676	0.0476327	0.328797	0.362046	0.103551	0.140007	0.0459023	0	0	0	0.363206	1.08123	0.818675	0.102813	0	0	0	0	0	0	0.0271382	0.132955	0.147522	0.378322
