	chr10:82982283-82982432	chr10:82982433-82982582	chr10:82982583-82982662	chr10:82982663-82982732	chr10:82982733-82982882	chr10:82982883-82983032	chr10:82983033-82983182	chr10:82983183-82983332	chr10:82983333-82983482	chr10:82983483-82983632	chr10:82983633-82983782	chr10:82983783-82983932	chr10:82983933-82984082	chr10:82984083-82984232	chr10:82984233-82984382	chr10:82984383-82984532	chr10:82984533-82984682	chr10:82984683-82984832	chr10:82984833-82984982	chr10:82984983-82985132	chr10:82985133-82985282	chr10:82985283-82985432	chr10:82985433-82985582	chr10:82985583-82985672	chr10:82985673-82985732	chr10:82985733-82985882	chr10:82985883-82986032	chr10:82986033-82986182	chr10:82986183-82986332	chr10:82986333-82986482	chr10:82986483-82986632	chr10:82986633-82986782	chr10:82986783-82986882	chr10:82986883-82986932	chr10:82986933-82987082	chr10:82987083-82987232	chr10:82987233-82987354	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.946594	1.60999	1.71034	0.943627	0.332049	0.52472	0.323216	0.27548	0	0	0.263363	0.0826121	0.248127	0.248809	0.679481	0.846922	0.438558	0.589579	0.549524	0.273581	0.533063	0.725413	0.580704	0	0	0.867569	1.2829	0.676258	0.23188	0.0985111	0.29692	0.363171	0.393317	0.289897	1.24444	0.445419	0.857974	0.0736041
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000279.2.c8dc6fda-b050-49b5-ab4a-886e58f3d031.fc.signal	0	0	0	0.582441	0.411018	0.419798	0.742279	0.511934	0.247798	0.654885	0	0	0	0	0	0	0.131655	0.216881	0	0	0	0	0	0.0993836	0.692373	0.335808	0	0.244896	0.446768	0	0	0	0	0	0	0	0	0.491453
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001549.1.b1238445-4a00-452e-8684-dd41797bdbb3.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.287322	0.370226	0	0	0	0.106678	0.360241	0	0	0	0	0	0	0	0	0	0.0225557	0.505025	0	0	0	0	0	0.41866
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.544171	1.1798	0.197809	0	0	0	0.394731	0.506422	0.664731	2.34228	0.68821	0.690882	0.57142	0.0075132	0.343134	1.44368	0.781581	0	0	0.266719	0.4641	0.246684	0.220389	0	0	0.0497169	0.710508	0.0810175	0.217883	1.49739	1.8055	0.609076	0.55385	0.69566	0.322603	0	0.705538	0.534676
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	2.00185	0.901196	0.140561	0	0.256501	0.562882	0.270767	0.918001	0.717019	0.165761	0	0	0	0	0	0	0.207193	0.818542	0.60301	0.0290071	0	0	0	0	0	0.223769	0.364683	0.240344	0	0	0.393742	0.876566	0.419612	0.808184	0.625852	0.362653	0.616613	0.0325497
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0.551659	0.501684	0.332569	0.356339	0.265227	0.629129	0.699103	0.305481	0.117186	0.159344	0.163242	0.540539	0.5974	0.47808	0.730176	0.0756663	0.104116	0.233011	0.00378133	0.126702	0.146573	0.272697	0.478154	0.0374601	0.385287	0.55942	0.287905	0.105048	0.497464	0.620406	0.29236	0.631286	0.0153973	0	0	0	0.0520159	0.602941
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	0.296253	0.489721	0.919172	0.632996	0.60902	0.986288	0.311499	0.446686	0	0.150693	0.342483	0	0	0	0.0298774	0.341429	0.0356183	0.245468	0.486678	0.750482	0.377124	0.393111	0.0239028	0	0	0.142473	0.391801	1.00005	0.438379	0.323304	0.169872	0.191791	0.41098	0.176315	0.507982	0.687851	0.176594	0.621265
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	0.474699	0.0088096	0.413342	0.866485	0.226137	0	0.26085	0.166445	0	0	0	0.284459	0.197059	0	0	0.240377	0.276882	0.55075	0.339719	1.04515	0.485611	0.0836946	0.355333	0.368528	0	0	0	0.469918	0.189415	0.0838103	0.798702	0.339014	0.38632	0.66075	0.526765	0.590149	0.62826	0.491322
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.4b84d196-177c-48b4-a7a5-bffad11f4762.fc.signal	0.94944	0.501298	0.542838	0.755212	0.4683	0.265523	0.322452	0.149388	0.484921	0.433589	0.0071608	0.178001	0.130017	0	0.119832	0.174995	0.377715	0.520097	0.322273	0.144532	0	0.10302	0.448377	0.594113	0.53481	0.259798	0.367957	0.563398	0.213663	0	0.0200001	0.289478	0.358558	0.244061	0.122092	0.2553	0.573719	0.52381
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.7114bd47-4fa8-4cc2-a314-a8f63b9a798b.fc.signal	0	0	0	0	0.278452	0.785097	0	0	0	0	0.305639	0.57008	0.525269	0	0	0.271697	1.77593	0.0876711	0.111321	0.613414	0.0046536	0.452423	0.849678	1.77204	0.947278	0.00802453	0.892332	0.763046	0.306097	0.505613	0.0911384	0.35313	0.670698	0.674128	0.546194	0	0.0795902	0.55293
