	chr9:122167145-122167294	chr9:122167295-122167444	chr9:122167445-122167594	chr9:122167595-122167744	chr9:122167745-122167894	chr9:122167895-122167944	chr9:122167945-122168044	chr9:122168045-122168194	chr9:122168195-122168234	chr9:122168235-122168344	chr9:122168345-122168494	chr9:122168495-122168644	chr9:122168645-122168794	chr9:122168795-122168944	chr9:122168945-122169094	chr9:122169095-122169244	chr9:122169245-122169304	chr9:122169305-122169394	chr9:122169395-122169484	chr9:122169485-122169544	chr9:122169545-122169694	chr9:122169695-122169844	chr9:122169845-122169894	chr9:122169895-122169994	chr9:122169995-122170144	chr9:122170145-122170294	chr9:122170295-122170384	chr9:122170385-122170444	chr9:122170445-122170594	chr9:122170595-122170744	chr9:122170745-122170824	chr9:122170825-122170894	chr9:122170895-122171014	chr9:122171015-122171044	chr9:122171045-122171104	chr9:122171105-122171194	chr9:122171195-122171244	chr9:122171245-122171344	chr9:122171345-122171494	chr9:122171495-122171644	chr9:122171645-122171794	chr9:122171795-122171864	chr9:122171865-122171944	chr9:122171945-122172094	chr9:122172095-122172174	chr9:122172175-122172244	chr9:122172245-122172256	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.108317	0.168734	0	0.277145	0.469457	0.371641	0.26663	0.436305	0.25725	0.245666	0.449887	0.812207	0.301244	0.448951	0.669175	0.408968	0	0.0853307	0.414057	0.342079	0.0979117	0.393426	0.287953	0.859345	0.404542	0.26148	0.11018	0.20303	0.0654901	0.206085	0.18311	0.138951	0.187314	0	0.242696	0.765074	0.623462	0.406388	0.500417	0.458033	0.435036	0.34487	0.56594	0.638769	0.635271	0.33317	0.463152	0.422764
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0	0	0	0.291492	0.430059	0.531766	0.27893	0	0.140872	1.36567	0.621333	0	0.276414	1.38683	0.0225396	0.374423	0.56349	0.189918	0.170859	0.496989	0.267996	0	0	0.149847	0.753708	0.807914	0	0	0.656831	0.185864	0	0	0	0	0	0	0	0	0.190463	0.366758	0.471105	0	1.30409	1.44868	0.409704	0.246862	0	0.603774
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	1.02969	0.398695	0.252837	1.91528	1.41245	0.764069	0.480847	1.17377	0.389515	0.0934045	0.668527	0.627105	0.295598	0.349282	0.637178	0.284605	0.781316	0.823311	0.40634	0.293431	0.227491	0.177607	0.556403	0.357798	0.243534	0.260861	0.349646	0.674746	0.761291	0.4236	0.629908	1.00989	0.486892	0	0.452231	0.613052	0.916231	0.622559	0.224413	0.26093	0.103302	0.36887	0.553558	0.927016	0.785788	0.149385	0	0.47619
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	0.04405	0.579246	0.104582	0.666024	0.390808	0.82565	0.33026	0.655016	0	0	0.0935737	0.674866	0	0.422107	0.326213	0.825623	1.5728	0.117537	0	0.20483	0.495673	0.398905	0.764682	1.70069	0.84717	0.120402	0.323029	1.54034	0.623797	0.714254	0	0	0	0	0.412825	0.671743	1.24234	2.74792	0.271655	0	0	0.188786	1.28608	1.5196	0.448756	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.7114bd47-4fa8-4cc2-a314-a8f63b9a798b.fc.signal	0.661399	0.7616	1.17128	1.69254	1.12152	0	0.376298	0.592317	0.792449	0.898767	2.40474	1.54426	0.646987	0.387811	0.134703	0.87714	0.689815	0.534003	0	0.183897	0.629216	1.33161	1.99383	1.00623	0.0632473	0	0.577601	1.37296	0.71131	0.190986	1.10512	1.08695	0.352246	0.60184	0.672426	1.07808	0.69804	0.216392	0.244733	0.546509	0.525777	0.286705	0	0.373681	0.473151	0	0	0.635359
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.7b47d1c2-54cf-477b-9e3d-3dc271ede832.fc.signal	0	0.0844073	0.531296	0	2.57653	1.88952	0.324932	0	0	0	0.0787157	1.8873	0.295408	0.176111	0.760427	0.798014	0.891653	1.00061	3.46741	1.71757	0.978363	0.369194	0.179478	1.00222	1.10771	0.615581	1.18517	1.18052	0.491956	2.03308	1.60634	0.599231	0.291232	0	0	1.78213	2.07997	0.295045	0.127589	0.750582	0.681255	0.433584	1.19057	0.527603	0.386777	0.473341	0.86479	0.527404
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9a67dbab-2305-42d6-a0ec-7cb7b956e3e2.fc.signal	0.145672	0.138522	0.354782	0.290449	0.512239	0.567144	0.326372	1.22887	1.264	0.787301	1.35636	1.56861	1.43784	0.0786832	0	0	0	0	0	0.104126	0.453399	0.642524	0.32592	0.19245	0.266552	0.425773	0.197223	0.268497	0.799951	0.700379	1.03585	0.421069	0.116139	0.780334	0.953213	0.675291	0.115594	0.283904	0.46177	0.357578	0.0430735	0.48199	0.421331	0.126447	0.364401	0.526866	0.78529	0.378601
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.7418f6bc-6e40-4cd9-9c59-6013c4a60b00.fc.signal	0.342925	0.513855	0.766827	0.720926	0.793824	0.744177	0.364366	0.102382	0.34004	0.380251	0.687221	0.675668	0.352621	0.284426	0.235391	0.112565	0	0	0.270871	0.63238	0.808056	0.464575	1.01221	1.35746	1.10112	0.982661	1.0119	1.18848	0.94194	0.591224	0.0939594	0.30067	0.264392	0	0	0.00387578	0.276914	0.481292	0.774419	0.872988	0.511054	0.30067	0.526075	0.404857	0.30067	0.30067	0.30067	0.620438
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.c5ef21e4-195e-4160-bc6c-4a5cf2e91a44.fc.signal	1.02034	0.987036	0.791816	0.47738	1.20491	0.403993	0	0	0	0	0	0.198291	0.426055	0.430849	0.461187	0.184591	0	0.190061	0.317092	0.043718	0.312105	0.103012	1.10952	1.30428	0.512	0.646106	0.432565	0	0.42929	0.475161	0.695166	0.824325	1.63588	0.68395	0.308476	0.604263	1.28588	0.617818	0	0	0	0.728989	0.763505	0	0	0	0	0.715909
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.aac7e4a9-da4f-4f24-8b37-ec261c55025e.fc.signal	0.605115	0.633608	1.01053	0.003162	0.196985	0.794865	1.26653	1.29304	0.674192	0.0267885	0	0.743955	0.887764	0.499621	0.332317	1.34342	0.807937	0.255182	0.411584	0.336502	0.221415	0.620901	0.762442	0.955966	0.6593	0.654984	0.864018	0.964744	0.180906	0.445071	0.396956	0	0	0.245644	0.492443	0.894949	0.870261	0.420444	0.171921	0.979277	1.22101	0.519225	0	0	0	0.0176479	0.246863	0.38273
