	chr17:82693889-82694038	chr17:82694039-82694188	chr17:82694189-82694338	chr17:82694339-82694488	chr17:82694489-82694518	chr17:82694519-82694638	chr17:82694639-82694788	chr17:82694789-82694938	chr17:82694939-82695088	chr17:82695089-82695238	chr17:82695239-82695388	chr17:82695389-82695538	chr17:82695539-82695598	chr17:82695599-82695688	chr17:82695689-82695838	chr17:82695839-82695988	chr17:82695989-82696138	chr17:82696139-82696288	chr17:82696289-82696438	chr17:82696439-82696588	chr17:82696589-82696738	chr17:82696739-82696888	chr17:82696889-82697038	chr17:82697039-82697188	chr17:82697189-82697338	chr17:82697339-82697488	chr17:82697489-82697638	chr17:82697639-82697788	chr17:82697789-82697938	chr17:82697939-82698088	chr17:82698089-82698238	chr17:82698239-82698388	chr17:82698389-82698538	chr17:82698539-82698688	chr17:82698689-82698758	chr17:82698759-82698838	chr17:82698839-82698928	chr17:82698929-82698988	chr17:82698989-82699038	chr17:82699039-82699138	chr17:82699139-82699288	chr17:82699289-82699353	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.363733	0.826555	1.57783	1.91039	1.47507	0.731215	1.60226	2.27114	1.14706	0.537877	0.270977	0.406855	0.750298	2.00493	1.2869	2.14398	2.13313	1.9371	1.04396	1.31555	0.264555	1.70911	2.65169	2.14034	6.46938	8.07859	11.3939	11.7093	8.75654	5.90805	8.61157	1.90491	2.70352	7.1924	2.34892	1.23032	1.55137	1.86293	6.53881	13.9131	13.8988	14.8313	0.528082
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.481264	1.03631	2.04024	3.41193	1.69565	0.358879	0.639449	1.49834	1.45949	1.73298	1.98846	1.05785	0.701233	0.591685	2.55031	5.76831	7.70421	7.02984	9.58915	9.6702	4.4562	9.09245	19.3928	22.5479	28.7914	36.0077	33.2583	51.4823	64.7365	79.4825	75.1407	60.5472	64.1122	57.2873	7.60858	2.26984	2.58955	9.47241	29.0821	58.7504	55.0568	35.294	0.565268
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.10334cc2-577d-467e-a601-b7232b684380.fc.signal	0.106278	0.178238	0.484706	0.302341	0.220663	0.33021	0.185811	0.116052	0.360877	0.52772	0.437291	0.033212	0.177131	0.437291	0.954173	0.784905	0.64542	0.712949	0.525857	0.671989	0.181559	0.340975	2.11644	2.21473	4.96091	6.96507	14.4642	36.1456	57.9231	81.4251	92.7138	77.5327	68.0663	87.487	34.5864	14.2191	8.05378	17.3569	38.8671	75.4313	85.2352	48.8574	0.653012
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.0d6e9ac4-1ee5-4f7e-8d0d-48a48250ff2d.fc.signal	0.0893486	0.17661	0.425402	0.127358	0.358874	0.53292	0.423812	1.78901	2.05652	1.42143	2.70177	1.7848	1.60702	1.06556	0.970406	1.84785	1.85642	2.26299	4.49947	3.18795	0.418643	3.76757	6.50703	7.65954	9.30075	9.13433	16.2351	15.813	20.5615	10.5111	27.9495	13.7059	13.9791	16.1458	4.53027	10.1612	10.0393	5.18021	6.74698	16.2605	19.0612	13.7663	0.516779
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	0	0	0	0.0114442	0.614567	1.84803	1.84057	2.04934	4.04343	2.57765	1.07793	0	0	0.539673	0.945738	0	0	0	1.20217	1.31226	0	0	0.204508	1.11627	0.340846	1.78092	0.51979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.373205	0.687332
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.b7b102bf-d880-40c6-aa7d-dceb11c67807.fc.signal	0	0	0	0	0	0.121437	0.384906	0.539887	0.760803	0.894263	0.0255612	0	0	0	0	0.989011	1.80162	0.556026	0.60949	0.422366	0.531684	0.326042	1.31759	0.575023	0.871048	5.37771	16.1878	27.5802	41.619	62.1852	73.1978	35.2238	62.8059	60.0712	25.1028	9.88166	6.0133	18.9528	43.4406	62.0094	33.4296	14.1817	0.456311
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.342281be-4e86-4e27-9e01-e85aacc54324.fc.signal	0.481884	0.64538	0.0989583	0	0	0.0909027	0.460696	1.15492	1.62421	0.237956	0.370018	0.64538	0.817481	0.64538	1.08424	0.907835	2.15117	1.49974	0.934429	1.78547	0.563632	0	0	0.314082	2.10362	4.13134	3.86843	11.5744	24.8398	22.8271	24.0444	14.7786	10.4117	8.36703	1.30989	0.47922	0.929663	1.39831	4.86597	10.7129	14.8142	9.30951	0.317195
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	0.47437	0.693535	0.674827	0.711472	0.358712	0.407639	0.58891	0.539571	0.501357	0.617301	1.1546	0.566294	1.03972	1.81512	1.61194	0.812328	0.489064	1.4301	0.816235	1.4912	1.08796	1.28897	3.29449	4.86973	6.4491	13.2236	14.7011	15.9197	14.6348	10.7989	12.1708	3.79237	5.07513	16.8667	9.33438	4.42965	2.58698	2.12933	13.6836	26.8854	30.2032	28.1213	0.568106
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003813.1.eaaac0a3-b084-49f5-8ed4-a37c494e32ee.fc.signal	0.30399	0.391305	0.73162	0.823802	0.747829	0.484022	0.372786	0.206939	0.404838	0.284059	0.292867	0.334078	0.146273	0.00321089	0.132067	0.693145	1.06064	0.513522	0.901039	0.886551	0.434276	0.534373	1.87926	4.44485	6.36268	8.50907	15.2653	40.1363	64.2562	86.0526	94.7153	78.194	80.4918	71.174	25.9685	12.3959	9.6576	15.9812	31.4288	45.828	58.2345	40.3615	0.726027
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0.679357	0.277	0.318581	0.433498	0.553104	0.555192	0.536197	0.775202	0.413884	0.878185	1.41445	0.445863	0.215023	0.478486	0.486992	0.478019	1.1793	3.3814	3.79632	2.10118	0.333959	2.83236	6.88588	10.721	19.886	33.2003	39.9707	46.0642	35.3306	8.48066	9.05117	3.69257	17.4458	17.8203	0.528585	0.770858	1.62131	4.19351	13.6508	21.4439	45.2922	63.24	0.707865
