	chr7:6821955-6822104	chr7:6822105-6822254	chr7:6822255-6822404	chr7:6822405-6822474	chr7:6822475-6822554	chr7:6822555-6822604	chr7:6822605-6822704	chr7:6822705-6822854	chr7:6822855-6823004	chr7:6823005-6823154	chr7:6823155-6823304	chr7:6823305-6823454	chr7:6823455-6823604	chr7:6823605-6823754	chr7:6823755-6823904	chr7:6823905-6823954	chr7:6823955-6824054	chr7:6824055-6824124	chr7:6824125-6824204	chr7:6824205-6824354	chr7:6824355-6824504	chr7:6824505-6824654	chr7:6824655-6824804	chr7:6824805-6824954	chr7:6824955-6825104	chr7:6825105-6825254	chr7:6825255-6825404	chr7:6825405-6825554	chr7:6825555-6825704	chr7:6825705-6825804	chr7:6825805-6825854	chr7:6825855-6825904	chr7:6825905-6826004	chr7:6826005-6826094	chr7:6826095-6826154	chr7:6826155-6826234	chr7:6826235-6826304	chr7:6826305-6826454	chr7:6826455-6826534	chr7:6826535-6826604	chr7:6826605-6826644	chr7:6826645-6826754	chr7:6826755-6826904	chr7:6826905-6827048	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.223808	0.539164	0	0	0	0	0	0.307787	0.455292	0	0.287449	0.409539	0.0661388	0.119559	0.536669	0.320519	0.309072	0.376119	0.171707	0.289993	0	0	0.109367	1.38356	2.1185	1.76503	3.36224	1.84894	3.11048	0.053418	0	0	0.278546	0.326454	0	0	3.22632	14.2348	9.7853	6.49079	4.6637	1.0543	0.615489	0.397461	0.151647
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001447.1.0bde8c3f-07de-437f-8926-bbf417d01abf.fc.signal	0.151202	0.51546	0.0206184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162002	0.51546	0.707898	0.316149	0	0	0	0.147765	0.635749	1.05498	1.06192	2.94862	3.60848	2.04136	0	0	0	0	4.49764	6.70136	8.92137	7.07506	0.721689	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.2ffc3bfd-a8b5-4bc3-8298-0f71a6dfa4b0.fc.signal	0	0	0	0.52008	0.6501	0.442068	0	0	0	0.264374	0.862463	0.34672	0	0	0	0	0	0	0	0.394394	0.342386	0	0	0	0	0.182028	0.554752	0	0	0	0	0	0	0	0	0.682601	1.95029	0.936139	0	0	0	0	0	0	0.470852
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000279.2.c8dc6fda-b050-49b5-ab4a-886e58f3d031.fc.signal	0	0	0	0	0	0	0.7115	0.273257	0	0	0	0	0.742435	0.0051558	0	0	0	0	0	0	0	0	0	0	0	0.288706	1.20633	1.17546	3.22721	2.36624	0	0	0	0	0	0.24166	9.06952	16.574	5.59665	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001549.1.b1238445-4a00-452e-8684-dd41797bdbb3.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.540248	1.6634	1.35539	4.20366	2.42171	4.25584	3.68237	0	0	0	0	0	0.781959	8.99769	11.393	4.41634	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000831.3.27a27ea1-2b00-4c14-813e-8060e6e66b8d.fc.signal	0.465562	0.742889	0.589048	0	0	0	0	0.293503	0.455442	0	0	0.759069	1.17808	0.611298	0.447334	0	0	0	0	0.518201	0.23076	0	0	0	0.504005	0.918963	1.18212	0.649762	1.32785	0.950327	0.0789256	0	0	0	0	0.622407	6.35442	19.2619	15.5341	7.39105	3.22601	0.0634812	0	0.200311	0.518519
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0	0	0	0	0	0	0	0.600482	0.25735	0	0.533762	0.32407	0	0	0	0	0	0	0	0	0	0	0.133441	0.71486	0.443669	1.90159	5.25214	1.13905	0.61478	0	0	0	0	0	0	1.04554	4.89198	13.4306	6.48771	0	0	0	0	0	0.037037
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.80ce343a-5712-49f6-8c5c-1e3104623262.fc.signal	0	0	0.336009	0.583745	0.100435	0	0	2.32632	1.56444	0.0111494	0.780458	0	0	0.416244	0.661531	0.479424	0.484999	0	0	0	0	0	0.0743293	1.1632	1.27835	2.24081	1.48644	0	0.784065	1.04794	0.234137	0	0	0	0	0	1.60063	5.73398	3.95072	1.31398	0.613217	0	0	0.085169	0.790795
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.10334cc2-577d-467e-a601-b7232b684380.fc.signal	0.00774947	0.228056	0.207021	0	0	0.159418	0.298908	0.190415	0.100743	0.266803	0.0752805	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108493	0.397437	0.962035	1.53542	2.9214	2.63522	1.37489	0.704094	0.634349	1.04432	1.58579	3.87105	8.63466	18.4981	12.4476	4.58776	2.91005	1.07936	0.333227	0.289452	0.432489
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.0d6e9ac4-1ee5-4f7e-8d0d-48a48250ff2d.fc.signal	0.532474	1.07723	0.528949	1.16256	1.96155	2.26004	1.7156	1.58338	0.441402	0.159405	1.62016	0.742672	0.594381	1.34343	0.840782	0.751429	0.173441	0	0	0.352092	2.24898	2.75692	1.71652	6.29158	13.2645	13.9459	10.5671	5.11802	6.17598	6.26093	1.99152	1.18231	0.509678	0.151834	0.232096	5.9049	26.7349	62.2379	43.4231	15.5313	6.7982	1.26591	2.31379	3.18197	0.0874363
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	0	0	0.119297	1.20513	1.98117	1.44433	0.632696	0	0	0	0	0	0	0	0	0	0	0	0.2796	1.17166	0	0	0	0.213029	3.17354	2.40727	3.21683	0.0468666	0	0	0	0	0	0	0	0	0	1.27817	3.23543	1.82596	0.399431	0	0	0	0.158371
