	chr7:74063444-74063593	chr7:74063594-74063743	chr7:74063744-74063893	chr7:74063894-74064043	chr7:74064044-74064193	chr7:74064194-74064253	chr7:74064254-74064343	chr7:74064344-74064413	chr7:74064414-74064493	chr7:74064494-74064553	chr7:74064554-74064643	chr7:74064644-74064793	chr7:74064794-74064943	chr7:74064944-74065093	chr7:74065094-74065243	chr7:74065244-74065393	chr7:74065394-74065543	chr7:74065544-74065693	chr7:74065694-74065843	chr7:74065844-74065893	chr7:74065894-74065993	chr7:74065994-74066023	chr7:74066024-74066143	chr7:74066144-74066293	chr7:74066294-74066443	chr7:74066444-74066593	chr7:74066594-74066743	chr7:74066744-74066893	chr7:74066894-74067043	chr7:74067044-74067193	chr7:74067194-74067343	chr7:74067344-74067493	chr7:74067494-74067553	chr7:74067554-74067643	chr7:74067644-74067793	chr7:74067794-74067943	chr7:74067944-74068093	chr7:74068094-74068243	chr7:74068244-74068393	chr7:74068394-74068497	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.111901	0.297625	0.0814734	0.0228942	0.676561	0.76296	0.233152	0	0.538864	1.52592	2.09749	2.09252	0.284876	0	0	0.503216	1.06723	0.630783	0.465476	0.396084	0.361965	0	0.157809	0.62004	0.647631	1.0666	1.51312	0.278687	0.461159	0.808391	0.31283	0	0	0	0	0.305256	1.20042	2.39646	0.3363	0.582421	0.373841
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.10334cc2-577d-467e-a601-b7232b684380.fc.signal	0.123115	0.252595	0.314882	0.256034	0.0653169	0	0	0	0	0.307211	0.566449	0.526086	0.505509	0.578996	1.16902	1.08267	0.22252	0.507037	0.281195	0.16606	0.317175	0.254625	0.109323	0	0	0	0	0.301122	0.445041	0.352047	0.23027	0	0	0.25278	0.375296	0.574423	0.338864	0.315813	0.376005	0.0541565	0.596306
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.b7b102bf-d880-40c6-aa7d-dceb11c67807.fc.signal	0.904777	0.470445	0	0.390287	0.598797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0804562	0.46323	0	0	0	0	0	0.572065	1.04785	0.94094	0.80196	0.142571	0.775228	0.620182	0.866105	0.948467	0.60949	0.616892	0.466647
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	0.244571	0.203122	0	0	0	0	0	0	0.275143	0.37981	0.421233	0.0257518	0	0	0	0	0	0	0	0	0	0.145035	0.452508	0.331101	0	0	0.212664	0.0894789	0.0401372	0.859253	0.260727	0	0.321182	0.61298	0.354355	0.571915	0.942266	0.112946	0	0	0.538559
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0.308621	0.102687	0.262744	0.00452267	0.225143	0.373126	0.156	0	0	0.00632433	0.18973	0.371897	0.421825	0.00505947	0	0	0	0.246643	0.23273	0.18973	0.197319	0.354154	0.477585	0.277029	0	0	0.298541	0.586986	0.0505947	0.143024	0.351325	0.205265	0.407991	0.870775	1.06387	0.907033	0.150844	0	0.0211281	0.287375	0.520362
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.705d0a23-5da9-44fc-b8a6-299bfe826407.fc.signal	0.29111	0.543482	0.768025	1.377	0.276746	0.165429	0	0	0.005676	0.227218	1.25163	1.05435	0.714776	1.22073	0.731676	1.17327	2.15589	0.525118	0.9539	1.39786	0.636343	0.066552	0.680384	0.463809	0.259099	0.0790355	0.798426	0.268615	0.161573	0.581168	0.282485	0	0	0	0	0.017873	1.15382	0.60819	0.669095	0.0531969	0.38189
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.727264aa-cb25-4bb6-be50-7f5732e7e88a.fc.signal	0.685918	0.849668	0.957046	0.718962	0.33826	0.52838	0.510767	0.0905796	0	0	0	0.0948811	0.749269	0.600079	0.349451	0.211354	0.295892	0.736549	0.925794	0.49323	0.147946	0	0.145305	0.35225	0.0833677	0.364345	0.790263	1.09867	0.450714	0.309605	0.224268	0.17613	0.17613	0.358124	0.843056	0.805481	0.643445	0.705695	0.820748	0.518214	0.453496
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.2bbf1d92-dd54-451c-865f-3578546b9653.fc.signal	0.796836	1.03527	0.874171	0.0974966	0	0	0	0	0.17169	0.625613	0.886918	1.13326	1.3535	0.633743	0.302358	0.151202	0.771734	0.18383	0.194624	0.226011	0.382674	0.335738	0.437678	0.567366	0.727715	0.027477	0.376882	0.557997	0.56612	0.683466	0.869744	0.0492595	0	0	0.0994637	0.501729	0.262111	0.3301	0.339688	0.369094	0.326733
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	0.901915	0.573833	0.387539	0.576927	0.744444	0.105681	0	0	0.240819	0.773403	1.22033	0.692248	0	0.0430238	0.762641	0.506817	0.79623	0.579183	0.269916	0	0	0	0.121669	0.26971	0.449343	0.453856	0.531543	0.76083	0.0985751	0	0	0	0.234037	0.185907	0.367711	2.40051	4.39491	0.885425	0.874815	0.504268	0.67
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.50e4b52f-c2ee-4e5a-94ba-4c206af20e08.fc.signal	0.645143	0.744486	0.696315	0.444996	0.15987	0.177337	0.177709	0.126015	0.0470388	0.0754312	0.175866	0.468123	0.776943	0.858556	0.415336	0.0782637	0.133949	0.127025	0.168435	0.521737	0.556545	0.61058	0.519326	0.211337	0.354241	0.59686	0.569687	0.382012	0.254076	0.118953	0.0010286	0	0	0	0	0.0201572	0.240606	0.296897	0.0797571	0	0.359551
