	chr1:42732634-42732783	chr1:42732784-42732933	chr1:42732934-42733083	chr1:42733084-42733233	chr1:42733234-42733383	chr1:42733384-42733533	chr1:42733534-42733683	chr1:42733684-42733833	chr1:42733834-42733983	chr1:42733984-42734133	chr1:42734134-42734283	chr1:42734284-42734433	chr1:42734434-42734583	chr1:42734584-42734733	chr1:42734734-42734883	chr1:42734884-42735033	chr1:42735034-42735183	chr1:42735184-42735333	chr1:42735334-42735483	chr1:42735484-42735633	chr1:42735634-42735783	chr1:42735784-42735933	chr1:42735934-42736083	chr1:42736084-42736233	chr1:42736234-42736383	chr1:42736384-42736533	chr1:42736534-42736683	chr1:42736684-42736833	chr1:42736834-42736983	chr1:42736984-42737133	chr1:42737134-42737283	chr1:42737284-42737433	chr1:42737434-42737583	chr1:42737584-42737733	chr1:42737734-42737883	chr1:42737884-42738033	chr1:42738034-42738183	chr1:42738184-42738333	chr1:42738334-42738378	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.0d6e9ac4-1ee5-4f7e-8d0d-48a48250ff2d.fc.signal	0.72363	0.954337	0.714505	0.696867	0.981481	1.05053	2.95388	2.98817	2.86322	3.37524	1.95942	3.04169	5.50682	6.49649	8.71922	5.55963	4.1567	3.62073	4.26164	2.96976	1.81085	2.73404	4.14601	4.31053	4.46114	7.58579	8.74487	14.8528	10.181	13.7528	15.3945	20.2397	23.5174	27.5626	26.7794	32.7262	45.7758	42.4138	47.7064	0.328371
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	0	0.0511272	1.05236	0.217291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.870148	0.434578	0	0	0	0	0.560484
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.a99a5a16-aeda-4bbd-b32c-e69190f2f046.fc.signal	0	0.17974	1.24341	0.0570902	0.078534	0.935426	1.2688	0.42588	1.05391	1.67921	2.07654	2.64538	2.21613	1.82068	2.79336	1.95178	1.36396	1.98515	3.19466	1.62417	3.12962	5.54664	2.65595	2.07863	2.11332	0.770068	0.125069	0.58565	0.662137	0.933952	0.28647	0.383472	1.31684	1.94448	1.58188	1.13764	3.76156	9.13091	7.3518	0.377719
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.53f657c9-ccc3-46a9-8812-1aa30d387b18.fc.signal	0.199947	0.534415	0.643183	0.377591	0.374391	0.886716	0.449014	0.382111	0.599983	1.36956	0.801158	2.13444	1.98492	1.87043	0.871478	0.37119	1.35167	1.91123	3.30407	1.93662	1.36502	1.8333	1.91985	2.01811	1.71602	1.9339	2.73718	1.97893	1.28723	2.1976	2.42406	2.83208	2.47052	2.795	5.60295	3.75739	4.49858	5.54701	5.37793	0.266983
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.4b84d196-177c-48b4-a7a5-bffad11f4762.fc.signal	0.694713	0.2138	0.121153	0.138257	0.2138	0.0327827	0.396389	0.996518	0.774897	1.29556	1.63231	1.19464	0.99933	0.456196	0.252302	0.245173	0.4277	0.248059	0	0	0	0	0	0	0.122896	0.706209	0.611661	0.0593947	0.139683	0.354956	0.484124	0.336958	0.0885824	0	0	0	0.051312	0.354957	1.05969	0.653543
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001050.8.e3d2eec5-07d0-478e-b8e6-55da7b174fe0.fc.signal	0	0	0	0	0	0.74159	0.603887	0.967959	0.803735	1.13995	1.28978	1.89354	0.650221	0.370143	0	0.318512	0.0793812	0	0	0.0712839	0.482745	0.182269	0.398765	0.342349	0.156543	0.111271	0.140234	0.564818	0.0395487	0.606486	0.0747859	0.153968	0.849305	0.611287	0.271036	0	0.12125	0.803748	0.574458	0.542773
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004655.3.a03293d2-6113-4ca9-b53e-d6298f97afbf.fc.signal	0.551589	0.724194	0.488506	1.05597	1.42636	2.50662	0.627116	0.181229	0.353522	0.279192	0.381673	1.10961	0.121125	0.529538	0.611704	0.0404508	0.302971	0.522385	0.531309	1.07867	1.40554	1.0061	0.519125	0.667439	1.84021	1.89062	1.67095	3.33348	1.54112	1.50449	1.82412	2.14658	2.23247	1.90957	1.82993	1.45871	1.77703	1.77314	2.14401	0.699422
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.5f1e2b9f-7ef0-4e6e-89e2-0b9c11816f3d.fc.signal	0.224096	0.0229623	0	0	0.14942	0.844689	0.84661	0.593211	0.512852	0.621374	0.613347	0.594315	0.509085	0.746324	0.40216	1.07245	0.315069	0.0961391	0	0.0258339	0.273227	0.400501	0.537417	0.510008	0.303624	0.115867	0.0474628	0.536952	0.620004	0.618834	0.48254	0.178465	0.477831	0.242235	0.0250679	0.237326	0.866567	0.893632	0.975785	0.264706
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.9815b17b-4b2f-4371-98fe-9b674b10f52b.fc.signal	0.22445	0.464314	0.0789446	0	0.218259	0.602092	0.908514	0.475153	0.490504	0.478308	0.289457	1.38216	0.863646	0.515457	0.439609	0	0	0	0	0.0260819	0.318482	0.312591	0.454756	0.193025	0.23208	0.0325066	0.0370628	0.262965	0.253133	0.0352417	0.224094	0.600191	0.253657	0.171821	0	0.0911605	0.802679	0.326007	0	0.737288
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.55c580e9-33d1-47be-8555-14db2907a656.fc.signal	4.02902	1.98041	1.6882	1.51174	0.477097	0	0	0.509399	2.27348	1.22461	1.04371	0.599166	0.689732	1.33794	0.721659	0.648922	2.0178	0.317284	0.769563	1.08816	1.34107	2.67387	1.22198	0.190992	0.583548	2.23559	2.02891	2.03967	1.95902	0.243134	0.0560725	0.628965	0.425679	0.168528	0	0.674226	0.936839	0.185134	0.79826	0.216061
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.6c69236e-c3b7-44e9-b4df-92ecc399b775.fc.signal	0.243622	0.4725	0.202975	0	0.106479	1.28827	2.02852	0.946191	1.79242	2.06528	1.95419	2.32448	3.46709	5.42017	5.38116	4.5403	4.28291	6.06317	5.44367	1.83405	2.8527	5.18878	5.69259	7.19985	8.56062	16.3059	18.5971	15.9333	12.2889	12.3997	11.716	10.5254	11.4727	14.6247	25.5766	34.5183	41.6103	45.3048	49.4554	0.250266
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.9c1223d8-1c7e-48a7-80b8-13425cae848a.fc.signal	0.599468	0.383736	0.515466	0.33028	0.761921	0.766844	0.509739	0.385888	1.06915	1.75491	1.21579	1.32539	0.603503	0.71188	0.365332	1.76855	1.95128	0.96223	0.450555	2.68248	2.18294	1.76603	1.05618	0.786641	1.39373	1.3945	1.05406	2.11493	1.28724	0.782904	0.336113	1.10349	2.33685	1.30481	1.97608	2.18802	3.87573	6.29661	3.3475	0.367089
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.50048c67-3126-4929-baee-51f09f7d6142.fc.signal	1.0433	0.675171	0.561267	0.675173	1.55009	0.727997	0.866662	1.08181	1.6482	1.51139	0.671503	1.45623	1.24998	0.733009	0.249392	1.25849	1.34422	1.18358	2.07656	0.994573	1.96464	3.2097	3.25628	1.95901	1.94413	1.32558	1.18031	0.950851	1.45729	1.83102	1.27542	1.29165	0.221051	0.615744	1.06806	0.227809	2.11466	1.90501	2.77882	0.421149
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000992.7.455df784-1bb9-4cc0-95a0-4a32fe765d2d.fc.signal	1.30065	0.787237	0.147063	0	0.390144	2.15388	2.00906	0.767563	1.16715	1.15998	1.08779	2.45658	2.21901	1.36275	0.814233	1.2493	0.887196	0.958445	1.43466	1.48522	1.52917	0.992129	1.30731	1.52222	1.25397	1.88139	2.56737	1.54353	1.77305	1.39044	2.08919	2.14174	2.12469	1.20882	0.252928	0.666686	0.911381	1.58837	2.01919	0.495238
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.d30507d4-6b66-4bed-946f-9975da413e99.fc.signal	1.35277	0.790869	0.0691445	0	0	1.13091	2.34143	0.485571	0	0.314142	1.07893	1.0956	1.66041	0.671067	0	0.101077	0.506473	0.0518584	0	0	0	0	0	0	0	0.398302	0.710052	0.383204	0.946332	1.57231	0.432703	0.642892	0.16854	0	0	0.0993953	0.64823	0.314163	0.584602	0.492593
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.aae17e68-77f6-4d45-a8c2-71b0865bfd19.fc.signal	1.66503	1.29301	0.842614	0.318285	0.457732	0.935226	1.15563	1.19216	0.872808	0.210959	1.32593	1.13534	0.161402	0	0	1.09887	1.06328	0.0527476	0.0579165	1.00349	0.789212	0.764721	1.40301	1.12026	1.50092	1.45397	0.926291	0.400168	0.176453	1.44146	0.624387	0.405086	0.00204893	0.775526	0.434761	0.232122	0.348459	0.26047	0.554186	0.325424
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.f5651615-e1a0-4ca6-b62c-507789eb8f29.fc.signal	0.207605	0	0	0	0	0	0	0.409002	0.614734	0.838858	0.736136	0.890051	0.677911	0.584595	0.348374	0.632148	1.61926	0.707239	0.195464	0.0035516	0.592637	0.495858	0.0277031	0.319062	0.311139	0	0.338646	0.2817	0.693035	1.45564	0.335838	0.264808	1.53786	0.676345	0	0	0	1.0725	1.58049	0.506494
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.a1ddaa09-18ba-4555-a461-058f1eac9ae3.fc.signal	0.0817596	0	0.13657	0.264691	0.168952	0.714955	0.779995	0.25202	0.21119	0.0706552	0.507738	0.237141	0.21119	0.741981	0.612451	0.294869	0.153465	0	0.140793	0.47025	0.146762	0.0478697	0.295666	0.349167	0.0985553	0.357615	0.34776	0.357615	0.373102	0.264691	0.773201	0.209334	0.0140793	0.254836	0.525159	0.691295	0.798298	0.233717	0.0563173	0.588571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001964.2.b9abc95f-c59c-4d46-808e-1317ac1e4406.fc.signal	0	0	0	0.009044	0.572388	1.37825	1.21982	0.835817	2.21861	1.85893	1.05086	1.5289	1.90517	3.56841	4.1968	3.1238	2.22909	2.18308	1.80645	2.04732	2.977	2.9227	2.42167	1.74169	2.29726	2.73575	2.17117	3.59574	2.09698	1.49881	2.88616	3.16155	1.00069	1.71982	4.06356	5.70575	7.02813	8.57384	9.79348	0.291062
