	chr1:181728675-181728744	chr1:181728745-181728824	chr1:181728825-181728874	chr1:181728875-181728894	chr1:181728895-181728974	chr1:181728975-181729024	chr1:181729025-181729114	chr1:181729115-181729124	chr1:181729125-181729144	chr1:181729145-181729194	chr1:181729195-181729274	chr1:181729275-181729334	chr1:181729335-181729424	chr1:181729425-181729574	chr1:181729575-181729724	chr1:181729725-181729824	chr1:181729825-181729874	chr1:181729875-181730024	chr1:181730025-181730174	chr1:181730175-181730324	chr1:181730325-181730474	chr1:181730475-181730624	chr1:181730625-181730774	chr1:181730775-181730924	chr1:181730925-181731074	chr1:181731075-181731224	chr1:181731225-181731374	chr1:181731375-181731524	chr1:181731525-181731594	chr1:181731595-181731674	chr1:181731675-181731824	chr1:181731825-181731974	chr1:181731975-181732124	chr1:181732125-181732274	chr1:181732275-181732424	chr1:181732425-181732574	chr1:181732575-181732724	chr1:181732725-181732794	chr1:181732795-181732874	chr1:181732875-181733024	chr1:181733025-181733174	chr1:181733175-181733324	chr1:181733325-181733394	chr1:181733395-181733474	chr1:181733475-181733624	chr1:181733625-181733731	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026796	0.444912	0.312072	0.0691539	0.482352	0.0946079	0.319059	0.315109	0.00671533	0.0858925	0.0978743	0.595324	1.38414	0.904963	1.89097	0.676101	0.328021	0.65341	0.366784	0.11065	0.550885	0.0642691	0	0	0	0	0	0	0.310374	0.201199	0.732558
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.676393	0.462866	0	0	0	0	0	0	0	0	0	0.056349	0.45914	0.800489	0.607445	0.578884	0	0.48773	0.124721	0.45586	0.301384	0.205482	0	0	0	0	0.262174	0.140478	0	0.217704	0.288634	0	0	0.185326	0.33872	0	0	0.407859	0.896888	1.05167	1.04023	0.895962	0	0.339559	2.13997	0.354092	0.505988
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0.100356	0.153935	0.0636087	0.243328	0.248476	0.0706946	0.204153	0.393895	0.471141	0.388541	0.107958	0.502826	0.0595542	0.0390919	0.155929	0.0114434	0.014962	0.430856	0.586194	0.0445807	0.337331	0.226719	0	0	0	0	0	0	0	0.205943	0.142545	0.182558	0.225801	0.224368	0.462877
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	0.0512177	0	0	0	0	0	0	0	0	0	0.0462352	0.41098	0.319048	0.201844	0.218289	0.44796	0.355516	0.44218	0.811246	0.538134	0.23634	0.554757	0.326044	1.53711	1.44443	1.25486	0.468517	0.130756	0.409377	0.220343	0.108202	0.530926	0.749323	0.523384	0.371142	0	0	0	0	0.641077	0.591109	0.340417	0.34852	0	0.176623	0.46649	0.613798
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	0.839934	0.506594	0.414072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.430247	0	0	0	0.721068	0.0451417	0	0.285705	0.453113	0	0.368917	0.815776	0.873289	0.0925064	0.135085	0.305361	0	1.04588	2.27664	4.48986	1.90886	0.149763	0.963321	2.19407	0.608969	0	0	0.495402
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.7114bd47-4fa8-4cc2-a314-a8f63b9a798b.fc.signal	0.69804	0.0436275	0	0	0	0	0	0	0	0.656158	0.528114	0.764337	0.622383	0.241987	0	0	0	0	0	0	0	0.41963	0.325797	0.550586	0.166912	0	0	0.0449381	0.761606	0.678895	0.729087	1.23207	0.218244	0.641571	0.628236	0.339713	0.451399	0.69804	0.069804	0	0	0	0	0.210644	0.548456	0	0.494088
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.d0662727-3cb8-42a6-9eb8-875cfded9c1e.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0811647	0.0578298	0.182712	0.194427	0.439269	0.137483	0	0.249644	0.249808	0.0975452	0.0229271	0	0	0.0879615	0.225007	0.0615445	0.136202	0.0854829	0.117836	0.115913	0	0	0	0	0	0	0	0	0.0598647	0.600823
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.74e68fe6-66c5-49bf-a809-80390106feb5.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41063	0.251853	0.513251	1.05906	0.383058	0.743121	0.729228	1.2705	1.14866	1.1383	0.391243	1.51841	1.50292	0.10071	0.276516	0.58108	0.546698	0.432876	0.294828	0.701224	0.343644	0.058108	0.540582	0.0353067	0	0	0	0	0	0	0	0.12358	0.5296	0.540902
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.47bafce5-cf92-4589-82d6-1f8a597d67d2.fc.signal	0.0289169	0	0	0	0	0	0	0.016617	0.054806	0.0507834	0.182365	0.438174	0.393869	0.247581	0.141043	0.287895	0.53958	0.522027	0.354675	0.591435	0.217625	0.190094	0.278846	0.186939	0.507018	0.349467	0.489668	0.22	0.128248	0.103303	0	0.00334907	0.168392	0.109473	0.23491	0.193723	0.196882	0.173757	0.210387	0.211969	0.108247	0.167063	0.0289667	0.0633874	0.164379	0.139811	0.666667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.b0b3e62c-a424-40a0-81dc-b67047b2608e.fc.signal	0	0	0	0	0	0	0	0	0	0.258526	1.09513	1.42817	1.33435	0.905417	0.841858	0.239918	0.130248	0.890995	1.64267	0.539635	0.428058	0.728213	0.633342	0.508265	0.129757	0.620869	1.16152	1.94408	1.50535	1.04272	0.9542	0.350482	0.151547	0.218318	0	0.814096	0.857842	0.421349	0.707833	1.23301	0.779851	1.30192	1.15134	0.703415	1.84698	2.32019	0.456693
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9a67dbab-2305-42d6-a0ec-7cb7b956e3e2.fc.signal	0.592569	0.588517	0.238039	0	0	0	0	0	0	0	0.035308	0.376394	0.642949	0.195013	0.369015	0.806058	0.555653	0.591438	0.681773	0.15512	0.288075	0.123486	0.178313	0.214668	0.0232963	0	0	0.0359601	0.398684	0.306617	0.22802	0.21655	0.119858	0.467525	0.51101	0.528023	0.263752	0.483638	0.59241	0.874134	0.724581	0.579669	0.648275	0.529425	0.266364	0	0.396396
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.7418f6bc-6e40-4cd9-9c59-6013c4a60b00.fc.signal	0.850337	0.90188	0.438939	0.30067	0.0225502	0	0.0200447	0.30067	0.541102	1.1904	1.50309	1.51495	1.18054	0.905604	0.688262	0.94777	0.493016	0.270374	0.574303	0.286477	0.155411	0.870477	1.58926	1.15233	0.0501073	0.653759	1.14432	0.533294	0.635621	1.1611	1.79569	0.693411	0.198442	0.226857	0.9519	0.963737	0.951641	0.418495	0.34874	0.678532	0.737514	0.344413	0.23253	0.174844	0.398805	0.581345	0.448568
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.c5ef21e4-195e-4160-bc6c-4a5cf2e91a44.fc.signal	0	0	0	0	0	0	0	0	0	0.502481	0.71783	1.0051	0.833803	1.22309	0.100496	0.501692	1.47083	0.588462	0.0174872	0.757676	0.42895	0.395325	0.325048	0.153595	0	0	0.0403186	0.68848	0.66999	0.226188	0	0.161272	0.479277	1.917	1.52632	0.118667	1.17709	0.360157	0.350759	0.629328	0.502479	0.674588	0.187367	0.259271	0.455114	0.631693	0.327189
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.f0f49cb4-faa4-493d-95f6-28ba67fd8f5a.fc.signal	0	0	0	0	0	0	0	0	0	0.595411	0.62022	0.537524	0	0	0.42278	0.548723	0.31536	0.488294	0.111139	0.391191	0.1023	0	0	0.415921	0.583643	0.0985538	0	0	0.726614	1.24059	0.487957	0	0	0.56652	1.34807	0.442424	0.62022	0	0.604715	0.505317	0.714359	0.975909	0	0	0.936843	0.421527	0.453636
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.f1a05120-9b28-47d7-97dd-561e9dce1de5.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0.141425	0.77141	0.406276	0.283394	0.757309	0	0.713506	0.166787	0	0	0.302178	0.431573	0.277731	0	0.642842	0.48856	1.0646	0.77141	0.755416	0.568386	0.333161	0.848566	0.503988	0	0	0	0	0	0	0	0	0.0555234	0.561721	0.471992	0	0.423077
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.68f6c400-c106-443e-8636-56b5afbcfe6d.fc.signal	0.64279	0.440243	0.14	0	0	0	0	0.13125	0.21875	0.433135	0.423573	0.2933	0.191345	0.794795	0.967171	0.667201	0.63876	0.866268	0.98877	1.0821	1.24383	0.725675	0.959109	1.55876	1.45544	0.659751	0.070072	0.234795	0.65626	0.524589	0.309108	0.741975	1.13898	0.282921	0.396675	0.148751	0	0.15	0.396493	0.772932	0.835642	0.202712	0	0.36368	0.688347	0.382309	0.884462
