	chr19:30281572-30281651	chr19:30281652-30281721	chr19:30281722-30281791	chr19:30281792-30281871	chr19:30281872-30281941	chr19:30281942-30282021	chr19:30282022-30282091	chr19:30282092-30282171	chr19:30282172-30282251	chr19:30282252-30282321	chr19:30282322-30282361	chr19:30282362-30282471	chr19:30282472-30282621	chr19:30282622-30282741	chr19:30282742-30282771	chr19:30282772-30282921	chr19:30282922-30282991	chr19:30282992-30283021	chr19:30283022-30283071	chr19:30283072-30283221	chr19:30283222-30283371	chr19:30283372-30283521	chr19:30283522-30283591	chr19:30283592-30283671	chr19:30283672-30283741	chr19:30283742-30283821	chr19:30283822-30283921	chr19:30283922-30283971	chr19:30283972-30284121	chr19:30284122-30284271	chr19:30284272-30284331	chr19:30284332-30284361	chr19:30284362-30284421	chr19:30284422-30284571	chr19:30284572-30284721	chr19:30284722-30284821	chr19:30284822-30284871	chr19:30284872-30285021	chr19:30285022-30285171	chr19:30285172-30285181	chr19:30285182-30285321	chr19:30285322-30285471	chr19:30285472-30285581	chr19:30285582-30285621	chr19:30285622-30285661	chr19:30285662-30285771	chr19:30285772-30285881	chr19:30285882-30285921	chr19:30285922-30286021	chr19:30286022-30286071	chr19:30286072-30286131	chr19:30286132-30286221	chr19:30286222-30286271	chr19:30286272-30286371	chr19:30286372-30286521	chr19:30286522-30286641	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	1.3409	1.55206	1.12706	0.546873	0.874848	1.81076	1.19318	0.564749	1.25308	1.89473	1.79866	1.42758	0.162786	0	0	0	0.233446	0.800726	0.75633	0.506265	0.745826	0.95651	0.280084	0.685579	0.970963	0.41616	0	0.293015	0.979847	0.255379	0	0	0.25357	1.15523	0.80392	0.564554	0.170763	0.630212	1.20399	0.69566	0.317449	0.282373	0.525193	0.703275	0.872309	1.05501	1.48402	1.64506	1.84436	2.78354	2.02455	0.526623	0	0	0	0.153046	0.286713
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	0.52212	0.902706	0.526719	0.172732	1.13824	1.4299	0.760172	0.449089	0.779662	1.15929	1.16653	0.562865	0.827334	0.689067	0.089631	0.977179	1.91809	1.36596	1.33853	0.970683	2.09847	0.974692	0.99884	0.990433	1.10329	0.671586	0.682459	0.751973	0.284505	0.533094	0.391919	0.139804	0.164324	1.23437	1.29322	0.928815	0.147953	0.580852	0.69459	0.59754	0.587016	1.68271	0.617473	0.59754	0.890095	1.07228	2.20076	1.66448	0.604141	0.41098	0.753463	0.808261	1.03567	1.71385	1.43887	0.463826	0.45625
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	0.231262	0	0.044048	0.541111	0.513096	0	0	0.291846	1.28305	3.65824	2.41818	1.46084	1.27048	1.99553	0.385303	0	0.0188786	0.66075	0.563831	0.769537	0.742001	0.351224	1.18947	1.05364	0.04718	1.56891	1.90277	2.75679	2.40682	1.41151	0.304152	0.609595	1.02109	0.447957	0.695469	2.25411	1.0661	0.143303	1.08552	0.72609	0.115466	0	0.850122	1.56936	1.65202	0.280314	0.418473	0.66075	1.89574	1.78416	0.467741	0.602642	0.628621	1.46165	0.776354	0.270906	0.724868
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.7114bd47-4fa8-4cc2-a314-a8f63b9a798b.fc.signal	0	0	0.029916	0.671851	0.613613	0.148957	0	0	0	0	0	0.513828	0.753055	0.254172	0.331987	0.436104	0.635504	0.633784	0.433326	0	0	0.639363	1.31654	0.546696	0	0	0.370159	0.505317	0.0913835	0.224149	0.625097	0.678019	0.321846	0.200105	0.579002	0.607608	1.93168	1.14403	0	0	0.119529	0.68495	0.520121	0.0245655	0	0	0	0	0.177121	1.12591	1.85548	1.48922	0.749812	0.534555	0	0.283026	0.664671
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9a67dbab-2305-42d6-a0ec-7cb7b956e3e2.fc.signal	0.871236	0.648228	0.745699	0.728283	0.457446	0.426293	0.763077	0.590231	0.568546	0.996259	1.64876	1.4859	1.30166	1.27404	0.778439	1.70019	1.91741	1.76349	1.04126	1.66427	1.8559	1.79362	1.9218	0.513772	0.386998	1.14431	1.4666	0.67257	0.640034	1.59593	0.549822	0.269615	0.662259	0.954738	0.541157	0.658225	0.267706	1.27407	0.892611	0.62275	0.696148	1.28702	0.818992	1.62124	1.86843	2.1883	3.25264	1.52581	0.627817	0.665511	1.2418	1.14869	0.661995	1.56318	0.97569	0.264673	0.173333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.7418f6bc-6e40-4cd9-9c59-6013c4a60b00.fc.signal	0.905637	0.93353	0.871781	1.35276	1.19813	0.56611	0.180804	0.30067	0.563642	0.369365	0.60121	0.581954	0.804448	0.806557	1.05422	0.889372	0.832519	0.899203	1.88696	1.12031	1.55321	1.15236	1.07362	1.01458	1.00489	1.09345	1.44836	1.13577	1.21744	2.27268	1.52428	0.807929	0.991931	1.07577	1.51913	0.76356	0.90188	1.18643	0.739359	0.52315	0.952004	1.7347	0.731063	0.511466	0.52619	0.595867	0.547622	1.07405	0.893498	1.48086	1.22205	1.06932	0.225556	0.108706	1.26326	1.55512	0.591241
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.c5ef21e4-195e-4160-bc6c-4a5cf2e91a44.fc.signal	2.54521	1.8424	0.333099	0	0	0	0	0	0.699219	1.62041	2.85514	2.37523	0.837392	1.17418	0	0	0.449714	0.388607	0.349748	0.479264	1.54632	1.43135	2.27407	1.65093	1.52022	2.36872	1.2829	0	0.134069	0.334475	0.140871	0.29146	0.293889	1.18574	1.03542	0.814899	0.254781	0.0641212	0.588888	0.54823	0.715751	0.267087	0	0.784658	1.50361	1.14155	0.296638	0.703359	0.361563	0	0.375507	0.880498	1.27413	1.35009	1.52891	0.317238	0.412844
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.7d48c8fd-5c5b-4bd0-8645-6d9ecb6d3b35.fc.signal	0.609427	0.0895477	0.0221749	0.761472	1.18823	0.738558	1.2659	1.41107	1.58496	1.05623	0.29104	0.161451	0.474479	0	0.186264	0.798414	0.179097	0	0.107458	1.53227	1.37192	0.629234	0.0211166	0.688636	0.620444	0	0	0	0.585714	0.95382	0.372907	0	0	0	0.673195	0.03496	0.683721	0.948577	0.262772	0.69297	0.948591	1.13514	0.51218	0.613159	0.457088	0.0564451	0.358776	0.362314	0.931816	0.918308	0.377265	0	0	0.442337	0.349135	0.530761	0.392
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.61c76aeb-6fcd-4225-8505-91d356c76671.fc.signal	1.49533	0	0.888593	1.62117	1.44234	0.478386	0.567038	1.61343	2.29251	3.06833	1.69277	0.840508	0.900236	1.38431	0.069656	1.37607	1.84245	0.611331	0.578376	1.72608	1.72917	0.867523	1.16639	0.930869	1.4156	1.22964	0.539954	0.464107	0.848487	1.79301	1.54996	0.944114	1.75595	1.69236	0.93114	0.436737	1.32391	2.04311	0.766981	1.4368	1.3484	0.705597	1.35266	1.0152	0.637907	0.244622	0.854366	1.22584	0.740846	1.04409	1.04799	1.40639	0.767296	0.864772	0.272242	0.634079	0.611111
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.a1ddaa09-18ba-4555-a461-058f1eac9ae3.fc.signal	0.564933	0.72408	0.582281	0.348464	0.451944	0.419562	0.461241	0.527055	0.357056	0.078442	0	0.238069	0.613859	0.665675	0.62994	0.581393	0.306553	0.414801	0.481757	0.713498	0.547686	0.384366	0.890015	1.31466	1.0831	0.538535	0.703263	0.791608	0.588476	0.773154	0.52672	0.385511	0.197494	0.106603	0.431814	0.765719	0.741872	0.71588	0.748928	0.651852	0.398219	0.613314	0.253428	0.153113	0.21119	0.21119	0.606691	1.05595	0.813082	0	0	0.183031	0.42238	0.584996	0.509672	0.656686	0.348958
