	chr19:40219972-40220021	chr19:40220022-40220121	chr19:40220122-40220231	chr19:40220232-40220271	chr19:40220272-40220421	chr19:40220422-40220571	chr19:40220572-40220721	chr19:40220722-40220871	chr19:40220872-40221021	chr19:40221022-40221171	chr19:40221172-40221321	chr19:40221322-40221471	chr19:40221472-40221521	chr19:40221522-40221621	chr19:40221622-40221771	chr19:40221772-40221841	chr19:40221842-40221921	chr19:40221922-40222021	chr19:40222022-40222071	chr19:40222072-40222221	chr19:40222222-40222291	chr19:40222292-40222371	chr19:40222372-40222521	chr19:40222522-40222671	chr19:40222672-40222731	chr19:40222732-40222821	chr19:40222822-40222891	chr19:40222892-40222971	chr19:40222972-40223121	chr19:40223122-40223171	chr19:40223172-40223271	chr19:40223272-40223421	chr19:40223422-40223571	chr19:40223572-40223721	chr19:40223722-40223871	chr19:40223872-40224021	chr19:40224022-40224171	chr19:40224172-40224321	chr19:40224322-40224471	chr19:40224472-40224571	chr19:40224572-40224621	chr19:40224622-40224771	chr19:40224772-40224921	chr19:40224922-40225071	chr19:40225072-40225221	chr19:40225222-40225371	chr19:40225372-40225451	chr19:40225452-40225521	chr19:40225522-40225652	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003660.4.a11d1f85-8da4-41e8-ae9d-f92acd6fb7a1.fc.signal	2.13144	1.97903	2.00189	1.10528	1.07504	2.19326	1.19731	0.675609	0.0471321	0.51159	0.926207	0.6158	0.380468	1.02904	0.84906	0.639809	0.13673	0.349762	0.362797	0.780104	0.406413	0.706973	1.2587	0.820052	1.39325	1.75813	1.39971	0.847455	0.908855	1.13968	1.55218	2.51256	1.16047	0.905616	0	0	1.06477	1.11915	1.06557	2.14541	1.52309	0.747325	0.541551	0.605129	0.0601947	1.56577	1.5804	2.8849	2.70352	0.915033
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.ccd0be12-ccb0-4c4e-b1e2-a054444b344c.fc.signal	3.64921	1.47871	0.617805	0.157244	0	0.374572	0.722709	0.974086	0.863294	0.434001	0.215955	0.0591637	0.593897	1.97044	2.27432	1.92372	4.12366	3.17029	0.684362	0.787275	0.744036	1.02191	1.44535	0.670215	0.908387	0.804113	0.432539	0.0794693	0.121096	0.472322	1.02948	1.88338	1.05576	0.335091	0.403919	1.37671	0.696418	0.569265	0.567235	0.0272466	0.254302	0.217973	0.258338	0.0444019	0.62578	1.35652	1.12414	2.11523	4.44984	0.48125
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.5f1e2b9f-7ef0-4e6e-89e2-0b9c11816f3d.fc.signal	0.406496	0.461677	0.557332	0.453038	0.610792	0.31821	0	0.345177	0.286889	0.356824	0.0145312	0.203395	0.487646	0.442914	0.469942	1.09284	1.42917	0.919049	0.417661	0.0401977	0.473889	1.11289	1.46285	0.919811	0.620507	1.03749	1.83104	3.07317	4.82311	5.81367	3.74758	4.41927	7.23438	4.20811	3.50568	1.93633	0.390466	0.343662	0.375135	0.63365	0.686037	0.423026	0.652953	0.710339	0.290154	0.0957154	0.428223	0.807449	1.03075	0.901961
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.a1786588-e489-4c70-a7da-27b695059d11.fc.signal	0.699748	0.192569	0.582012	0.550029	0.489036	0.562271	0	0.20205	0.365694	0	0	0	0.18076	0.684711	0.855355	1.93323	4.28998	3.58828	1.42771	1.26073	1.13788	0.829705	0.320612	0.69196	0.537709	0.253053	0.0487794	0.6072	0.581595	0.375715	0.485923	1.51789	1.83349	1.42939	0.921755	0.312263	0.591123	0.4208	0	0	0	0.185355	0.178676	0.203724	0.175334	0.774808	0.563573	0.415075	0.558313	0.697143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003689.3.e809e596-752e-4188-9554-1c259b625898.fc.signal	0.716521	0.650602	1.03274	1.24244	0.912667	0.331261	0.230714	0.700984	0.50678	0.236497	1.20529	1.01801	0.879751	1.76832	0.813098	0.484741	0.587651	0.486288	0.109534	0.215152	0.25843	0.339481	0.571957	0.657904	0.978669	0.622719	0.243589	0.408064	0.385897	0.24595	0.658254	1.10715	0.740068	0.249868	0.781293	0.279527	1.10462	0.708103	0.930981	1.73991	1.73481	0.921238	0.503702	0.654529	0.496043	0.681552	1.40232	0.886018	0.486651	0.818182
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.43e52f53-9251-4460-b822-3522af489eae.fc.signal	8.57423	4.35342	1.84378	1.99413	1.99088	1.77181	1.2068	1.08166	1.17322	0.444847	0.104863	0.338101	0.373234	0.938321	0.841387	0.336936	0.382534	0.695097	0.58093	0.177073	0.642034	1.10249	1.49235	1.43185	1.54225	1.84202	2.82566	4.17478	6.75151	7.12208	5.00767	6.25434	9.26966	6.85815	2.40362	1.34702	2.45986	3.32368	3.06844	5.42787	7.16014	9.8661	11.5904	5.61526	3.57677	2.2205	1.8932	2.44016	2.46414	0.917832
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001900.1.5c07f984-971d-485b-aaa7-9eb650115736.fc.signal	0.612356	0.71475	0.352419	0.103479	0.292736	0.349989	0.0685331	0.290733	0.566421	0.483043	0.184299	0.141663	0.0243788	0.123211	0.129493	0.170273	0.488838	0.525813	0.468114	0.231706	0.245048	0.209095	0.0867763	0.0028656	0.101191	0.199873	0.294519	0.229951	0.197316	0.116984	0.0671347	0.467585	0.701743	0.295394	0.170969	0.270522	0.37508	0.337272	0.15688	0.0593631	0.491326	0.7717	1.04575	1.01614	0.988748	1.24517	1.533	2.92908	4.60532	0.0165289
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003696.3.3a6ae66a-e132-4cd3-9cf1-43065af659e9.fc.signal	1.19104	0.373618	0.00715418	0.0127882	0.652085	0.406167	0.317789	0.144765	0.142972	0	0	0	0	0	0	0	0.23266	0.535972	0.28201	0.137245	0.540003	0.574765	0.92935	0.479641	0.281525	0.203603	0	0.124048	0.200807	0	0	0	0	0.107164	0.184247	0.590452	0.631826	0.235023	0	0.112804	0.490823	0.344126	0	0	0.0131605	0.652492	0.874392	0.950937	1.21431	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.99018b0c-bf73-45c8-8a67-210ecd9aefd7.fc.signal	1.33957	0.469553	0.202775	0.196149	0.0119148	0	0	0	0	0	0	0	0	0	0.173538	0.723538	2.43361	3.07273	1.68412	1.74838	0.863626	0.943852	0.414004	0	0	0	0.120975	0.23523	0.211707	0.508097	0.783313	1.11341	0.481435	0.827972	1.7986	0.638252	0.741754	0.768412	0.0094092	0.232878	0.23523	0.214843	0.134865	0.639822	0.376368	0.062728	0.23523	0.168021	0.435248	0.544262
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.1c0ae950-3455-41eb-9b58-0960e680afcb.fc.signal	0.923755	0.799538	0.789514	0.662606	0.394242	0.537841	0.796592	0.884148	0.812207	0.191215	0.402406	0.362064	0.283648	0.319567	0.447497	0.691905	0.588359	0.84603	1.11467	0.962205	1.17874	2.47115	4.83744	4.73518	5.94651	10.2563	12.7363	12.0354	10.9789	9.09837	6.20363	3.99758	5.71597	6.79262	8.22703	6.21433	7.097	9.13911	9.67068	12.9444	21.1979	26.322	21.6143	13.4583	9.17383	10.0682	7.10618	4.9511	3.77411	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.7658b8a6-5812-4677-9cbe-f1a8ce6799e6.fc.signal	0.144231	0.166369	0.272053	0.25776	0.318736	0.219394	0.0432116	0.183887	0.37773	0.300837	0.276237	0.460198	0.472717	0.421008	0.407329	0.331295	0.253744	0.107598	0.149033	0.276979	0.348549	0.637523	0.766297	0.472442	0.348427	0.347477	0.273375	0.144638	0.197083	0.606047	0.923424	0.806592	0.15628	0.26825	0.699519	0.753032	0.577386	0.531915	0.565217	0.681646	0.566663	0.596581	0.710932	0.792129	1.06494	1.9468	1.95383	2.10544	2.95788	0.954827
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.3299a56a-ce48-45d7-8505-1c5e17cfb4ce.fc.signal	0.580359	0.365902	0.174884	0.192881	0.300049	0.267487	0.0867629	0.00825033	0.128728	0.343316	0.436985	0.430925	0.418569	0.34043	0.210679	0.163856	0.173536	0.215347	0.283781	0.169212	0.211549	0.32137	0.527253	0.436779	0.301243	0.381427	0.267355	0.184492	0.254903	0.42805	0.5438	0.598597	0.65864	0.497078	0.239331	0.175906	0.113736	0.0172577	0.167695	0.233465	0.351315	0.148943	0.0689363	0.0609823	0.236516	0.37036	0.353658	0.233784	0.175336	0.475728
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001236.5.d952690d-5f0c-46d7-aa2b-a52bd090119f.fc.signal	0.690064	1.79219	1.33405	0.88809	0.962724	0.58335	0.795432	0.775372	0.603178	0.627569	0.859296	0.554418	0.226371	0.032262	0.254914	0.746908	1.28454	0.715826	0	0.0188713	0.664372	1.68672	0.995457	1.90446	1.41046	0.912214	0.679537	0.254232	0.167299	0	0.811134	0.814639	0.674732	0.436532	0.97175	0.218553	0.969258	1.17271	0.828627	0.242612	0.443158	0.369105	0.72205	0.455749	0.787149	0.732694	1.36022	1.62193	3.10717	0.136752
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.cd4534e8-8eb1-43de-b06d-b173d359a20b.fc.signal	0.662507	0.793703	1.466	0.305419	0.260982	0.0703355	0.0481243	0.729409	0.166613	0	0.116609	0.19805	0	0.791416	1.12931	2.82063	6.41484	5.49011	0.933089	0.251736	0.491935	0.27764	0.0203603	0	0	0	0	0.020823	0.731253	0.672039	0.988637	1.39961	1.25523	1.66434	0.909008	0.583194	0.399854	1.06823	0.222162	0	0.166584	0.346162	0.635006	0.460968	0.0758883	0	0	0.237977	1.35035	0.407654
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.4e0e3ebc-98db-4359-b502-e370a14b1038.fc.signal	0.56654	0.0672448	0	0	0.397316	0.198203	0	0	0.296284	0.299933	0.58404	0.31042	0.142031	0.389351	2.61163	2.48437	3.04258	4.50056	2.01006	0.352546	0	0	0	0.433245	0.447262	0.50574	0.52621	0.0591816	0	0	0	0	0.166579	0.13151	0.298112	0.624404	0.359523	0.208663	0	0	0	0.249061	0.924363	0.0648783	0.252499	0.648955	1.23324	1.18768	2.04649	0.627273
