	chr17:31250438-31250587	chr17:31250588-31250737	chr17:31250738-31250887	chr17:31250888-31251037	chr17:31251038-31251187	chr17:31251188-31251337	chr17:31251338-31251487	chr17:31251488-31251637	chr17:31251638-31251787	chr17:31251788-31251937	chr17:31251938-31252087	chr17:31252088-31252237	chr17:31252238-31252387	chr17:31252388-31252537	chr17:31252538-31252687	chr17:31252688-31252837	chr17:31252838-31252987	chr17:31252988-31253137	chr17:31253138-31253287	chr17:31253288-31253437	chr17:31253438-31253587	chr17:31253588-31253737	chr17:31253738-31253887	chr17:31253888-31254037	chr17:31254038-31254187	chr17:31254188-31254337	chr17:31254338-31254487	chr17:31254488-31254637	chr17:31254638-31254787	chr17:31254788-31254937	chr17:31254938-31255087	chr17:31255088-31255237	chr17:31255238-31255387	chr17:31255388-31255500	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	4.30504	3.09627	1.55077	1.05041	1.16989	1.56355	0.816386	2.96097	4.41845	2.00379	1.95832	0.61043	0.887607	1.30217	1.44417	1.57849	1.00156	1.48785	1.47674	0.405768	0.838194	0.838038	0.730446	1.65599	0.399312	0	0.480718	1.78283	0.971544	0.824032	0.522031	0.893057	1.43253	0.776161	0.711253
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001447.1.0bde8c3f-07de-437f-8926-bbf417d01abf.fc.signal	0.0924162	0.611861	0.569713	0.0727583	0.915428	1.00602	0.167275	0.370397	0.0531928	0.590727	0.880996	0.187134	0.295323	0.119959	0.250869	0.170507	0.593848	0.227656	0.209829	0.127179	0.57881	0.448655	0	0.296731	0.280696	0	0	0	0.192334	0.402197	0.454447	0.0308787	0	0	0.412791
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.2ffc3bfd-a8b5-4bc3-8298-0f71a6dfa4b0.fc.signal	0.994453	2.06847	0.523913	0.761703	0.295113	0.66494	0.712718	0.123948	0.294003	0.27308	2.50982	1.94203	1.18137	0.121579	0.0049736	0.478367	1.71382	2.72875	1.21341	2.19308	2.24161	0.619965	0	0	0.0130028	0.499824	0.183191	0.111632	0.189066	0.250706	0.469293	0.959602	0.373877	0.290887	0.494457
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000279.2.c8dc6fda-b050-49b5-ab4a-886e58f3d031.fc.signal	7.44907	4.65345	2.12781	1.16088	5.96432	5.17691	4.17727	1.4665	0.866677	4.18805	1.03451	1.37841	4.51316	1.61686	1.54843	6.49904	7.38386	4.78578	10.5066	11.34	6.36085	2.81743	1.97391	1.55696	1.14206	0.187424	0.308801	0.989262	0.0521408	0.485388	1.05988	0.184217	0.935495	0.500261	0.380615
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001549.1.b1238445-4a00-452e-8684-dd41797bdbb3.fc.signal	1.07108	2.43696	2.05844	0.59187	2.14407	1.56744	1.03891	1.88877	2.19227	2.10495	0.322252	2.29812	1.09146	0.629194	0.731923	3.2985	3.603	7.47541	13.6513	7.95797	3.71052	1.19926	0	0	0	0	0	0.1343	1.65853	0.090041	0	0	0	0	0.570175
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000831.3.27a27ea1-2b00-4c14-813e-8060e6e66b8d.fc.signal	0	0	0.0354219	0.345086	0.0486919	0	0.48484	0.415058	0.638691	0.170081	0	0	0.394792	0.156057	0	0.306569	0.771757	0.403827	0.568956	0.626987	0.580543	0.124502	0.436112	0.84907	1.29573	0.907227	0.180518	0.277725	0.047388	0	0	0.376419	0.479614	0.158683	0.516129
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.35312	1.29008	1.70663	0.507597	1.59026	1.58572	0.224397	0	0.491653	0.127012	0.477241	0.463631	0.588534	0.466445	0.457208	1.52079	1.04767	1.48692	2.13151	0.802017	0.607916	0.641385	1.28483	0.450454	0	0.0987448	1.10043	0.867991	0.456363	0.46294	0.852268	0.29803	1.18252	0.277414	0.255357
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.80ce343a-5712-49f6-8c5c-1e3104623262.fc.signal	0	0	0.0313145	0.383485	0.487807	0.304061	0.567113	0.245715	0.412192	0.371298	0.580349	0.0430399	0	0.653263	1.31432	0.602238	0.624134	0.444615	0.442789	0.883098	0.17115	0.303578	0.643696	0.444717	0.275321	0.437507	0.242379	0.223744	1.13711	0.569253	1.24287	0.21624	0.210238	0.00502513	0.429224
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.10334cc2-577d-467e-a601-b7232b684380.fc.signal	0.0271071	0.228048	0.594027	0.458752	0.381923	0.252273	0.33782	0.477959	0.696192	0.674204	1.20999	0.895661	0.53989	0.41515	0.16606	0.338593	0.626252	0.878981	1.06231	0.37069	0.230299	0.493958	0.934698	0.270124	0	0	0.100743	0.337117	0.480028	0.513677	0.305734	0.342117	0.449908	0.0458204	0.570909
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.0d6e9ac4-1ee5-4f7e-8d0d-48a48250ff2d.fc.signal	0.568579	0.646141	0.45707	1.32453	0.923708	0.632437	0.0195277	0.0501342	0.318408	0.0980145	0.295152	0.0442936	0.0649893	0.298414	0.00451733	0	0	0	0	0	0.734402	0.844987	0.646914	0.278247	0.344266	0.337982	0.590816	0.342665	0.0915033	0.297194	0.912916	0.307541	0	0	0.919022
