	chr11:60933516-60933665	chr11:60933666-60933815	chr11:60933816-60933965	chr11:60933966-60934115	chr11:60934116-60934265	chr11:60934266-60934415	chr11:60934416-60934485	chr11:60934486-60934565	chr11:60934566-60934715	chr11:60934716-60934865	chr11:60934866-60935015	chr11:60935016-60935165	chr11:60935166-60935315	chr11:60935316-60935465	chr11:60935466-60935615	chr11:60935616-60935765	chr11:60935766-60935915	chr11:60935916-60936065	chr11:60936066-60936215	chr11:60936216-60936365	chr11:60936366-60936515	chr11:60936516-60936665	chr11:60936666-60936815	chr11:60936816-60936965	chr11:60936966-60937115	chr11:60937116-60937265	chr11:60937266-60937415	chr11:60937416-60937565	chr11:60937566-60937715	chr11:60937716-60937865	chr11:60937866-60938015	chr11:60938016-60938165	chr11:60938166-60938315	chr11:60938316-60938465	chr11:60938466-60938615	chr11:60938616-60938765	chr11:60938766-60938915	chr11:60938916-60939065	chr11:60939066-60939215	chr11:60939216-60939247	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.551924	1.31996	1.25475	1.68782	0.9065	0	0	0.219403	0.429879	0.216223	0.67347	0.600423	0.50107	0.432208	0.889893	1.29706	1.19239	0.708677	0.717193	1.19534	0.838367	0.462328	0.569744	0.649307	1.20549	0.948322	1.33782	1.37973	1.03256	1.00972	0.0330694	0	1.74724	1.68619	0.0915768	0.289993	0	0	0.0776577	0.337512	0.684224
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	2.55459	2.43203	1.56158	0.483365	0	0.91026	1.32761	1.63533	2.3449	2.28293	0.743459	1.15808	1.2105	1.12472	1.15624	2.16015	2.14818	1.53941	1.06277	2.02912	2.44962	1.56526	0.122843	0.240925	0.66649	0.330401	1.67283	2.55458	2.61654	1.8063	0.477384	0.729162	0.852295	0.171566	1.53937	0.8626	0.209692	0.636089	0.701741	0.513806	0.499224
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.0d6e9ac4-1ee5-4f7e-8d0d-48a48250ff2d.fc.signal	0	0.398817	0.539487	1.47656	1.32245	0.802252	0.52542	0.679809	0.560479	0.662071	0.504419	0.965114	1.13504	0.483405	0.360828	0.631477	0.685258	1.07267	0.348745	0.211751	0.915578	1.52909	1.07895	0.0613177	1.20159	1.22783	0.905569	1.11925	0.556964	1.25384	1.38543	0.329593	0.922878	0.578116	1.4919	0.937341	1.55535	0.951095	1.04945	0.784738	0.542141
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.b7b102bf-d880-40c6-aa7d-dceb11c67807.fc.signal	0.309317	1.59308	0.0748496	0	0	0	0	0	0.678993	0.310091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.591219	0.283594	0	0.116779	0.74026	0.61273	0.0820673	0.75583	0.0611744	0	0.25
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	0	0.334461	0.604307	0.557569	0.210788	0	0	0.165495	0.317705	0.301305	0.0691344	0	0	0	0.202412	0.557057	0.005853	0	0	0	0	0.158014	0.247757	0.19337	0.18879	0.0740099	0.196458	0.343609	0.322066	0.404705	0.307363	0.297649	1.29314	0.68142	0.27134	0.0054864	0.190241	0.473954	0.0537878	0	0.725704
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0.0075892	0.392154	0.955296	0.569326	0.261821	0.206168	0	0	0	0.221349	0.246646	0.202375	0.697041	1.1385	0.752687	0.249207	0.688202	0.0164432	0.366853	0.847586	0.726153	0.783071	1.00696	0.355426	0.225155	0.870354	0.845027	1.80898	1.64706	0.814657	0	0	0.309916	0.547771	0.239067	0.884267	0.359248	0	0.118155	0.649407	0.451852
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.c463eafa-ded1-4a7b-ab31-187e5f8f0b63.fc.signal	0.654873	1.21486	0.460798	0.804342	0.268604	0.794991	1.19957	0.743136	0.044957	0	0	0.662134	0.710319	0.522744	0.0461072	0	0.428727	0.172408	0.360358	0.34012	0.771446	0.349324	1.88384	0.518093	0.872459	1.77837	0.901842	0.16156	0.861678	0.561106	1.07104	0.0160477	0.60421	0.660003	0.177235	0	0.608215	1.04595	0.350997	0	0.408451
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000184.3.050c9613-31d2-4cab-9d90-4397cf218171.fc.signal	1.04871	0.00636213	0	0.337164	1.04617	0.85904	1.71162	2.47474	1.40733	0	0	0.623793	3.01654	0.988135	0.757379	0.397233	0.395609	0	0	0.132536	1.23924	1.28312	0.786687	0.326965	2.10723	1.64695	1.27419	2.14835	2.10723	1.72684	0.570078	0.946289	0	0	0	0	0	0.12431	0.692123	0.464397	0.345272
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.2bbf1d92-dd54-451c-865f-3578546b9653.fc.signal	0.357697	0.849408	1.12205	1.40478	0.484087	0.0597825	0.405597	0.613409	0.503721	0.255403	0.576615	0.407198	0.635543	1.09511	0.359998	0.512172	0.853688	0.267744	0.443129	0.660596	0.234469	0.383568	0.166809	1.09333	0.461221	0.442941	0.439143	0.440505	0.322437	0.278793	0.260929	0.244411	1.09651	0.515354	0.296861	0.567088	0.596971	0.171598	0.396119	0.632437	0.645749
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	1.14033	0.468517	0.62469	1.08499	1.3234	1.38885	0.839997	1.31	1.1891	0.369882	0.632909	0.365394	0.872405	1.04638	0.800041	0.40276	0.715105	0.61921	0.417892	0.892028	1.21173	2.63771	1.18996	1.14655	2.13638	2.25375	1.81115	0.62469	1.18088	0.674448	0	0.41098	1.1617	0.879497	1.07677	1.37486	0.761683	0.771364	0.242961	0	0.619222
