	chr1:99299224-99299373	chr1:99299374-99299523	chr1:99299524-99299673	chr1:99299674-99299823	chr1:99299824-99299973	chr1:99299974-99300123	chr1:99300124-99300273	chr1:99300274-99300423	chr1:99300424-99300573	chr1:99300574-99300723	chr1:99300724-99300873	chr1:99300874-99301023	chr1:99301024-99301083	chr1:99301084-99301173	chr1:99301174-99301223	chr1:99301224-99301323	chr1:99301324-99301363	chr1:99301364-99301473	chr1:99301474-99301623	chr1:99301624-99301773	chr1:99301774-99301923	chr1:99301924-99302073	chr1:99302074-99302223	chr1:99302224-99302373	chr1:99302374-99302523	chr1:99302524-99302623	chr1:99302624-99302673	chr1:99302674-99302703	chr1:99302704-99302793	chr1:99302794-99302823	chr1:99302824-99302973	chr1:99302974-99303123	chr1:99303124-99303203	chr1:99303204-99303273	chr1:99303274-99303423	chr1:99303424-99303573	chr1:99303574-99303723	chr1:99303724-99303873	chr1:99303874-99304023	chr1:99304024-99304173	chr1:99304174-99304323	chr1:99304324-99304397	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.404379	0	0	0	0	0	0	0	0.427301	0.559565	1.23097	1.53104	0.165347	0	0	0.095507	0.486899	0.838621	0.485837	0.465478	0.844399	0	0	0	0	0	0	0	0	0	0	1.22849	0.896935	0.501456	0.257054	0.612967	0.836785	0.765545	0.872343	0.440049	0.699433	1.94872	0.346914
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	1.03756	0.616082	0	0	0	0.173555	0.866883	0.374971	0	0.461845	0.247102	0	0	0	0	0	0	0.0517464	0.911287	1.07763	0.367787	0.733427	0.723259	0.814239	0.0726276	0	0	0	0	0	0	0	0.0516533	0.607662	1.46863	0.244751	0	0	0.906193	1.29088	0.75695	0	0.733607
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	0.679709	0.391653	0.453822	0.95118	0.314967	0.482832	0.283872	0	0.317037	0.723235	1.07553	2.05991	1.88579	1.17775	0.497347	0	0	0.175194	0.62171	0.0807335	0.809617	0.835129	0.00414387	0.325334	0.497342	0.0093237	0	0	0	0	0	0	0	0	0	0	0	0	0.447599	0.833047	1.15123	1.14959	0.534382
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	0.450683	0.58062	0.051281	0.287538	0.695926	0.00273987	0	0	0.00547973	0.786353	0.521719	1.0772	1.596	0.827512	0.991906	0.72863	0.791217	0.3838	0.040821	0	0	0.297215	1.07783	0.619126	0.259851	0	0	0	0	0	0.0079672	0.665994	0.601058	0.41098	0.41646	0.308468	1.17344	0.589071	0.308495	0.0328784	0.361662	0.266582	0.769568
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	0.71514	0.60388	0.561953	0.73154	0	0	0.447079	0.124804	0	0.583463	1.22205	0.506399	0	0	0.445851	0.82565	0.268336	0	0	0	0	0	0	1.04594	1.03206	0.0991125	0	0	0	0	0.357782	0.412825	0	0	0.644007	0.20366	0.498827	0	0	0	0.299389	0.433128	0.813033
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004615.1.e5b6a748-5a0b-4664-9385-4b3edaab31e2.fc.signal	0.908919	1.37591	0.680066	0.707282	0.16651	0.316786	0.796221	0.664187	0.516409	0.932246	0.618874	1.58703	0.951513	0.707198	0.681626	0.999612	0.574962	0.0970378	1.13359	0.464221	0	0.349757	1.07196	0.777839	0.703007	0.290853	0.16356	0	0	0.019926	0.61261	0.561593	0.23634	0.654401	0.635735	0.739964	1.66277	1.66085	2.03885	0.750809	1.58915	1.57132	0.551724
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.7114bd47-4fa8-4cc2-a314-a8f63b9a798b.fc.signal	0.360736	0.148461	0	0.456682	0.208638	0	0	0.401727	0.615125	0.843127	0	0	0	0	0	0	0	0	0	0	0	0.49209	0.27188	0.590657	0.0320987	0	0	0	0	0	0	0	0	0.162341	0.41266	0.0192592	0	0.277554	0.246524	0	0.392013	0.770957	0.647157
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.d0662727-3cb8-42a6-9eb8-875cfded9c1e.fc.signal	0	0	0	0	0	0	0	0	0	0	0.312299	0.60898	0.483087	0.224465	0	0	0	0.384483	0.299109	0	0	0	0	0	0	0	0	0	0	0	0	0	0.540516	0.510056	0.0289751	0	0	0.277686	0.333769	0.511389	0.122968	0	0.658238
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.74e68fe6-66c5-49bf-a809-80390106feb5.fc.signal	0.252792	0.32187	0	0.105337	0.194368	0	0	0.390588	0.60332	0.9003	0.245696	0.450385	0.503099	0.411914	0.569437	1.16201	1.06035	0.147911	0.255675	0.422251	0	0.293045	0.335461	0	0	0	0	0	0	0	0	0.367189	0.496404	0	0	0.282792	0.412255	1.15977	0.490782	0.08407	1.25514	0.808742	0.725208
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.47bafce5-cf92-4589-82d6-1f8a597d67d2.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.458801
