	chr1:171265043-171265192	chr1:171265193-171265342	chr1:171265343-171265392	chr1:171265393-171265492	chr1:171265493-171265552	chr1:171265553-171265642	chr1:171265643-171265792	chr1:171265793-171265942	chr1:171265943-171266092	chr1:171266093-171266242	chr1:171266243-171266342	chr1:171266343-171266392	chr1:171266393-171266542	chr1:171266543-171266692	chr1:171266693-171266842	chr1:171266843-171266892	chr1:171266893-171266992	chr1:171266993-171267142	chr1:171267143-171267212	chr1:171267213-171267292	chr1:171267293-171267442	chr1:171267443-171267592	chr1:171267593-171267742	chr1:171267743-171267812	chr1:171267813-171267892	chr1:171267893-171267932	chr1:171267933-171268042	chr1:171268043-171268192	chr1:171268193-171268342	chr1:171268343-171268432	chr1:171268433-171268492	chr1:171268493-171268642	chr1:171268643-171268752	chr1:171268753-171268792	chr1:171268793-171268842	chr1:171268843-171268942	chr1:171268943-171269092	chr1:171269093-171269242	chr1:171269243-171269392	chr1:171269393-171269542	chr1:171269543-171269692	chr1:171269693-171269772	chr1:171269773-171269842	chr1:171269843-171269992	chr1:171269993-171270142	chr1:171270143-171270231	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	0.664649	0	0	0.696603	1.27817	1.54522	1.62301	2.09079	1.37002	0.657081	0.0902502	0.424177	0.771948	0.935333	1.21268	1.83749	1.21353	1.57593	2.27881	1.9482	0.413442	0.601084	0.446383	0	0	0.102178	0.833088	0.291798	0	0	0	0	0.0288986	0.60678	0.748955	0.594769	1.36658	0.349347	0.606315	0.464729	1.81403	1.94356	0.103544	0.635982	0.999556	1.1435	0.977344
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0.475644	0.0531244	0	0	0	0	0.0346861	0.302959	0.712004	0.345271	0.335323	0.182417	0.346425	0.0877041	0.290524	0.334281	0.0888352	0	0.357383	0.92495	0.875352	0.145074	0	0	0.0287066	0.144036	0.273465	0.318441	0.657941	0.544901	0.534366	0.462529	0.256277	0.116373	0.211157	0.952849	1.4927	0.510201	0.750068	0.719127	0.130571	0.885361	0.878301	0.238599	0.0843242	0	0.975199
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.50e4b52f-c2ee-4e5a-94ba-4c206af20e08.fc.signal	0.0075428	0.493259	0.7527	0.827961	0.669077	0.312216	0.192334	0	0	0	0	0	0	0	0	0.120434	1.36489	2.34505	2.10394	0.975347	0.563711	0.491792	0.0685711	0	0.0439022	0.52691	1.03048	0.936036	0.746582	0.909423	0.831984	0.227269	0.00228064	0.25087	0.421523	0.820435	0.926636	0.291041	0	0	0	0	0	0	0	0	0.346457
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000232.3.285e51c7-b00d-4bd1-94fb-890aaf69f0f5.fc.signal	0.254042	0.133994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33356	0.457552	0.523958	0.0567054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188312
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.38d96ded-07f5-41c6-bca5-4d0a649a7511.fc.signal	0	0	0	0.072051	0.291635	0.365973	0.0809716	0.370548	0.0699924	0.122144	0.391134	0.20586	0.0013724	0.548955	0.356821	0.123516	0.20586	0.0960721	0.369808	0.416102	0.170399	0.0628593	0.0428364	0.267336	0.311737	0.212931	0.0934099	0	0	0	0	0	0	0	0	0.113577	0.822349	1.67725	1.21866	0.694128	0.216839	0.645877	0.61757	0.359567	0.478965	0.700839	0.845361
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003660.4.a11d1f85-8da4-41e8-ae9d-f92acd6fb7a1.fc.signal	0.431444	0.19111	0	0	0	0	0	0.476809	0.596494	1.40279	0.707144	0.335283	0.315697	0.167945	0.60518	0	0.11556	1.86944	3.01802	1.14185	0.277755	0.821877	1.09085	0.575065	0.269552	0.355631	0.287792	1.12554	0.933438	1.48158	0.215492	0	0	0.391916	1.26237	1.1662	0.0701045	0.100101	1.56917	0.938474	0.0809425	0	0	0	0.176632	1.22006	0.233108
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000969.7.3d784b78-f4bc-495c-ac9b-3091418dd4cd.fc.signal	0	0	0	0	0	0	0	0	0	0.122647	0.170697	0.0150618	0	0	0	0	0.102877	0.551823	0.607366	0.31642	0.211477	0.506782	0.385433	0.528024	0.636531	0.0484613	0.460583	0.688941	0.279011	0	0	0	0.326885	1.17893	1.17893	0.76041	0	0	0.445509	0.275081	0	0	0	0	0	0	0.801489
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.f1a05120-9b28-47d7-97dd-561e9dce1de5.fc.signal	1.32778	0.673759	0	0	0	0	0.116595	1.64544	0.711529	0.612037	0.462059	0.942605	1.10728	0.504008	0.20081	0	0.234955	0.600683	0.0978796	0.719032	0.383652	0.262009	0.593334	0.365916	0.225309	0.938293	1.47834	0.882678	0.428833	0.607692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.983129
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003689.3.e809e596-752e-4188-9554-1c259b625898.fc.signal	0.972031	0.838725	0.708195	0	0	0	0	0	0	0.741523	1.04563	0.533232	0.716527	0	0.00277727	0.83317	0.745687	0	0.485299	0.732997	0.777626	0.938408	1.56137	0.763329	0.301504	0.379438	2.99811	2.52755	0.723161	0.705391	0.584078	0.0219887	0.0360878	0.424441	0.536534	0.390573	0.553162	0	0	0	0	0	0	0.0888725	0.852612	0.865936	0.0275862
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001900.1.5c07f984-971d-485b-aaa7-9eb650115736.fc.signal	0.0394419	0.232466	0.283433	0.1853	0.176442	0.482146	0.699359	0.16085	0.219693	0.759744	0.429769	0.167437	0.134959	0.0473002	0.446954	0.57464	0.31361	0.0197209	0	0	0	0.179977	0.441786	0.898985	0.874711	0.900618	0.467407	0.203765	0.010137	0.0800857	0.233143	0.356588	0.402237	0.388089	0.324192	0.626342	0.616062	0.251943	0.215708	0.214768	0	0	0	0.0862849	0.255621	0.0973224	1
