	chr8:37742196-37742345	chr8:37742346-37742495	chr8:37742496-37742645	chr8:37742646-37742795	chr8:37742796-37742945	chr8:37742946-37743095	chr8:37743096-37743245	chr8:37743246-37743395	chr8:37743396-37743545	chr8:37743546-37743695	chr8:37743696-37743845	chr8:37743846-37743995	chr8:37743996-37744145	chr8:37744146-37744205	chr8:37744206-37744295	chr8:37744296-37744445	chr8:37744446-37744595	chr8:37744596-37744745	chr8:37744746-37744895	chr8:37744896-37745045	chr8:37745046-37745195	chr8:37745196-37745345	chr8:37745346-37745495	chr8:37745496-37745645	chr8:37745646-37745795	chr8:37745796-37745945	chr8:37745946-37746095	chr8:37746096-37746245	chr8:37746246-37746395	chr8:37746396-37746545	chr8:37746546-37746695	chr8:37746696-37746845	chr8:37746846-37746995	chr8:37746996-37747145	chr8:37747146-37747295	chr8:37747296-37747445	chr8:37747446-37747535	chr8:37747536-37747595	chr8:37747596-37747745	chr8:37747746-37747895	chr8:37747896-37748045	chr8:37748046-37748069	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.2ffc3bfd-a8b5-4bc3-8298-0f71a6dfa4b0.fc.signal	0	0	0.351732	0.219595	0.15603	0.931465	1.12977	1.95861	1.10741	0.592038	0.529367	1.29759	0.834965	1.04246	0.431071	0.527089	0.732888	0.800102	0.534789	1.59815	2.09441	0.17905	0.314192	0.328366	0.990942	0.895995	0.790382	0.419476	0.380358	0.374222	0.297757	0.250095	0.253816	0	0	0.258771	0.490595	0.219425	1.31333	2.26112	5.0728	2.22246	0.319231
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0	0	0.00474667	0.233829	0.168297	0.404174	0.882038	0.586852	0.0933518	0.22223	0.603004	0.607074	0.536595	1.05349	0.909924	0.145142	0.316496	0.62593	0.549231	0.931482	1.04293	0.126726	0.302518	0.365227	0.227762	0.590992	0.447086	0.124466	0.354289	0.502397	0.09443	0.804856	1.37912	1.59973	2.51508	5.04902	8.39663	8.99894	14.7834	25.9964	32.1667	27.2076	0.213333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001016.4.09447dfd-b5f7-40f0-a631-e697e858aafa.fc.signal	0	0.539213	0.556864	0.553992	0.640222	0.864237	0.961634	1.05494	0.78693	0.157339	0.28709	0.740403	2.15141	1.71849	0.380071	0.0237827	0.998659	0.456192	0.527686	0.973732	0.360837	0	0.398695	0.647003	0.654643	0.29478	0.894312	1.00673	0.593965	0.751048	0.993405	0.457391	0.453549	0.450334	0.970699	2.66228	5.06535	7.1465	10.5142	15.4862	11.4429	9.78959	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001017.4.08666978-1909-4d2b-9188-2fa56b97d68c.fc.signal	0.755618	1.21254	1.38408	0.631821	0.37719	0.464062	1.18171	1.35794	0.966269	0.5339	0	0	0.494795	1.39519	1.45993	0.972941	1.50378	1.5563	1.28092	0.512327	0.353882	0.36592	0.609802	0.506642	1.1048	0.463806	0.351975	0.0750505	0.457404	0.404044	1.59584	1.12464	0.344272	0.179829	0.20075	1.96695	4.72297	7.33238	12.6186	19.3852	24.4989	22.9908	0.155738
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.ea2564bf-c4d4-400e-ac7f-5d44b98fa6dd.fc.signal	0.395292	0.127819	0.170592	0.205296	0.0174709	0.24819	0.419779	0.714942	0.360917	0.411352	0.467488	0.315212	0	0	0	0	0.38974	0.734405	0.456184	0.383568	0.0956915	0.0662571	0.0738599	0.104756	0.23165	0.000887467	0.164045	0.492784	0.136517	0.520002	0.609305	0.536651	0.218114	0.233942	0.559179	2.75197	7.22135	10.6356	18.9373	31.565	36.6801	34.2533	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003842.2.ac8d699d-9ae8-4731-8d5c-e996a9937a09.fc.signal	1.30864	0.349903	0	0	0	0.37261	0.820205	0.599802	0.745233	1.34274	0.242992	0.838403	0.490805	0.306783	0.331023	0.0303512	0.0403629	0.23699	0.608102	0.333772	0.542607	1.24529	0.93314	0.84421	0.595836	0.395548	0.0853868	0	0.109515	0.468389	0.697731	0.940252	0.531662	0.5294	1.39531	1.41998	4.28199	6.34579	7.68387	13.5834	19.6107	8.4945	0.515924
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.0d70dbb5-6bd0-48ac-bde1-b73edc6398bb.fc.signal	0.59756	0.031231	0.156696	0.978535	0.599002	0.214584	0	0.129664	0.669866	0.862561	1.13694	0.91795	0.435269	0.702409	0.760792	0.253712	0.274388	0.439133	0.176759	0.21753	0.817676	0	0.219246	0.0151737	0	0	0.620134	0.759087	0.52826	0.142974	0	0	0.284973	1.85096	0.995531	1.15281	1.6201	4.2352	7.57187	13.6435	19.9318	9.3492	0.647887
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000718.3.9c867cb2-87c1-446d-a7eb-1986e48fd4c0.fc.signal	0.453869	0.740464	0	0	0	0.358349	0.573873	0	0.0581645	0.713198	0.224566	0	0	0	0.273188	0.918622	0.0809716	0	0	0	0.579882	0.314507	0	0	0	0	0	0	0	0	0	0	0	0.591518	2.71791	3.94944	8.2838	16.3503	44.2658	92.6673	101.94	54.3966	0.141667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000152.3.8ed625cd-d912-4521-bd62-5effff61a9e5.fc.signal	0	0	0	0.753892	0.579852	0.408976	0.0418573	0	0.366159	0.576489	0.292453	0	0	0	0.0209287	0.94179	0.468802	0	0	0.556958	0.828775	0	0	0	0	0	0.249756	0.437144	0.431131	0	0	0.150686	0.728909	0.66179	1.02132	1.50268	1.96032	3.63104	15.9975	49.9263	62.0688	62.2352	0.608696
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003836.3.979da4d3-974d-4990-8869-1f61f20d4ee3.fc.signal	1.14771	0.582173	0	0.255403	0.756601	1.40363	0.36685	1.6495	1.2375	0.590036	0.0844729	0.485898	0.263997	0.522393	0.354259	0.442699	0.268127	0.302891	0.570562	0.203553	0.588445	0.998356	0.641704	0.788843	1.3676	1.54173	1.17474	0.739173	0.42321	0.593767	1.6825	1.22453	0.541782	0.689896	0.987661	3.3671	5.07242	5.71719	13.3006	23.791	32.3527	13.2241	0.414286
