	chr1:150712115-150712264	chr1:150712265-150712414	chr1:150712415-150712564	chr1:150712565-150712714	chr1:150712715-150712864	chr1:150712865-150713014	chr1:150713015-150713084	chr1:150713085-150713164	chr1:150713165-150713314	chr1:150713315-150713464	chr1:150713465-150713614	chr1:150713615-150713764	chr1:150713765-150713814	chr1:150713815-150713914	chr1:150713915-150714064	chr1:150714065-150714214	chr1:150714215-150714364	chr1:150714365-150714514	chr1:150714515-150714664	chr1:150714665-150714814	chr1:150714815-150714964	chr1:150714965-150715114	chr1:150715115-150715224	chr1:150715225-150715264	chr1:150715265-150715414	chr1:150715415-150715564	chr1:150715565-150715714	chr1:150715715-150715744	chr1:150715745-150715864	chr1:150715865-150715954	chr1:150715955-150716014	chr1:150716015-150716164	chr1:150716165-150716234	chr1:150716235-150716314	chr1:150716315-150716464	chr1:150716465-150716614	chr1:150716615-150716764	chr1:150716765-150716914	chr1:150716915-150717064	chr1:150717065-150717178	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000159.3.2e817463-50da-4748-b0f1-6026956a5007.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0.134452	0.686123	2.23061	1.47212	0	0	0	0	0	0	0.751695	1.52191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0338749	0.603306
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000831.3.27a27ea1-2b00-4c14-813e-8060e6e66b8d.fc.signal	0.732766	0.451404	0	0.425066	0.525246	0.44286	0	0	0.13774	1.03152	1.03879	0.219699	0.0630536	0.363942	0.831153	0.406693	0.60419	0.0809593	0	0.143707	0.866356	1.01541	0.24486	0	0	0	0	0	0	0	0	0	0	0	0.526291	0.957456	0.295533	0.467596	0.113356	0.60727	0.308333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.c463eafa-ded1-4a7b-ab31-187e5f8f0b63.fc.signal	0.281642	0.163938	0	0.432132	1.28555	3.31946	1.32944	0.135593	0	0	0.492458	0.328306	0	0	0	0.492394	1.34421	1.04953	1.67855	1.28817	1.34871	0.121924	0.713182	1.35255	0.619659	0.352206	0.967019	1.36221	0.450133	0.251012	0.734301	0.736401	0	0	0.21887	1.76919	0.474217	0.282708	1.05331	0.399622	0.381356
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000004.3.d97cec1d-7d0f-4eca-828b-b016663b72c7.fc.signal	0	0	0	0	0	0	1.61446	1.58819	0.398083	0	0	0	0.914209	2.55985	0.852922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.726368
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.2bbf1d92-dd54-451c-865f-3578546b9653.fc.signal	0.0425927	0.356058	0.414369	0.574498	1.1612	0.868822	0.127457	0.0194365	0.364052	0.678731	0.999564	0.156733	0	0	0	0	0	0	0	0.156729	1.77199	0.46714	0.226862	0.41247	0.464717	0.111369	0.118242	0.41247	0.281856	0	0.278419	0.701092	0.259271	0.546237	0.588334	0.397514	0.584629	0.591076	0.279197	0	0.410959
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.ea2564bf-c4d4-400e-ac7f-5d44b98fa6dd.fc.signal	0.136779	0.399076	0.263663	0.0160875	0	0.347294	0.877794	0.718885	0.0762799	0	0	0	0	0	0	0	0	0	0.000913267	0.21959	0.458717	0.206498	0.252415	0.30509	0.122601	0	0	0	0	0	0	0	0	0	0.229857	0.197314	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.a99a5a16-aeda-4bbd-b32c-e69190f2f046.fc.signal	0.223166	0.234156	0.251035	0	0	0	0	0	0	0	0.197632	0.455678	0	0.0406684	0.704518	0.476922	0.781502	0.33207	0.515791	0.0911349	0.375688	0.0566773	0	0	0.0527327	0.706266	0.264864	0.294493	0.397239	0.336989	0.24797	0.479432	0.484556	0	0.00993433	0.531597	0.153437	0.30682	0.391114	0	0.421384
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.53f657c9-ccc3-46a9-8812-1aa30d387b18.fc.signal	0.0068848	0.476588	0.449277	0.444853	0.819757	0.102542	0	0	0.536819	1.22297	0.480269	0.345399	0.222187	0.443699	0.11923	0.411314	0.61631	0	0	0.0363943	0.523678	0.919635	0.309945	0	0	0.491275	0.854412	1.84282	1.48298	0.460976	0.600434	0.689686	0.223275	0.033572	0.0374119	0.22899	0.083938	0.359376	0.146155	0.238393	0.432432
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000346.2.e83972dc-825b-4864-b5d9-93e1d7702749.fc.signal	0.426117	0	0	0	0	0	0	0	0	0	0.647611	0.505454	0	0	0	0	0	0	0	0	0.0579165	0.87595	0.405316	0	0	0	0.294315	0.5923	0.585838	0	0	0	0	0	0.868661	0.636442	0	0	0	0	0.559242
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000718.3.9c867cb2-87c1-446d-a7eb-1986e48fd4c0.fc.signal	0.305934	0	0.174464	0.888648	0.0428651	0	0	0	0	0	0	0	0	0	0	0	0	0.0994986	0.87472	0	0	0.755302	0.417304	0	0	0	0.0259845	0.564154	0.802754	0.703258	0.912345	1.51467	0.924588	0.911127	0.812689	0.630058	0.61469	0	0	0	0.426316
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003660.4.a11d1f85-8da4-41e8-ae9d-f92acd6fb7a1.fc.signal	0.74417	1.46323	0.893331	1.30098	1.26791	2.21565	2.96709	0.89154	0.155835	0.816639	0.338819	0	0.043434	0.608076	0.668884	1.08296	0	0.043434	0.680466	0	0.17084	0.55306	0.165839	0.86868	0.57912	0.515417	1.46228	1.80976	0.43434	0	0.260604	0.619658	0	0	0.382219	2.11959	0.393802	0	0	0	0.316547
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.84512a91-a776-4fd0-a1fe-d8e26565da5e.fc.signal	0.208723	0.605282	0.289455	0.296418	0.125181	0.322702	0.206991	0.171142	0	0	0	0	0	0.0525857	0.458609	0.308533	0.0959834	0.668607	0.704032	0.182483	0	0	0.0939619	0.26739	0.310572	0.364429	0.0700986	0	0	0	0.283989	0.343184	0.00518086	0	0	0	0	0	0	0	0.782313
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000153.3.03d3daca-2020-41d6-9d70-66acec6b65de.fc.signal	1.2713	0.720002	0.416827	0.773589	0.978571	0.0311488	0.151874	0.799501	1.103	0.93766	0.182085	0.841113	0.665991	0.861009	0.989003	0.0242013	0.138293	0.57961	0.0165952	0.436427	0.566891	0.59869	0.971187	0.476806	0.661441	0.826469	0.608209	0.337087	0.117981	0.309621	0.489801	1.00258	0.697172	0	0.471255	0.222741	0.512611	0.525561	0.724433	0.0424581	0.675159
