	chr18:49572869-49573018	chr18:49573019-49573168	chr18:49573169-49573318	chr18:49573319-49573468	chr18:49573469-49573618	chr18:49573619-49573768	chr18:49573769-49573918	chr18:49573919-49574068	chr18:49574069-49574218	chr18:49574219-49574368	chr18:49574369-49574518	chr18:49574519-49574668	chr18:49574669-49574818	chr18:49574819-49574968	chr18:49574969-49575118	chr18:49575119-49575268	chr18:49575269-49575418	chr18:49575419-49575568	chr18:49575569-49575718	chr18:49575719-49575818	chr18:49575819-49575868	chr18:49575869-49576018	chr18:49576019-49576168	chr18:49576169-49576318	chr18:49576319-49576398	chr18:49576399-49576468	chr18:49576469-49576618	chr18:49576619-49576768	chr18:49576769-49576918	chr18:49576919-49576998	chr18:49576999-49577068	chr18:49577069-49577128	chr18:49577129-49577218	chr18:49577219-49577368	chr18:49577369-49577398	chr18:49577399-49577518	chr18:49577519-49577668	chr18:49577669-49577788	chr18:49577789-49577818	chr18:49577819-49577858	chr18:49577859-49577968	chr18:49577969-49578090	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	1.01335	1.34312	2.698	4.08558	2.21865	3.35179	1.39232	0.890112	0.807751	0.920247	0.702312	1.11577	1.29586	1.56518	1.90422	1.15018	0.978828	0.713651	1.23858	1.4611	0.457848	0.740102	1.99392	2.95121	0.495942	0	0.885107	0.262704	1.11393	0.794222	0	0	0	0	0	0	0	0	0	0	0	0	0.57754
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.10334cc2-577d-467e-a601-b7232b684380.fc.signal	0.385259	0.698559	0.547996	0.502608	0.442827	0.532499	0.419909	0.3917	0.491997	0.191523	0	0	0.191523	1.14724	0.727511	0.324708	0.0597816	0.209324	0.301626	0.13949	0	0	0.280088	0.588959	0.147378	0.495808	0.891183	0.677524	0.694131	0.188893	0	0	0	0	0	0	0	0	0	0	0	0	0.544877
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.0d6e9ac4-1ee5-4f7e-8d0d-48a48250ff2d.fc.signal	0	0.371375	0.672262	0.251922	0.827532	0.846975	0.115946	0.417183	0.548703	0.346446	0	0.488525	0.533781	0.742006	0.660611	0.0768749	0.420255	0.327513	0.00914433	0.0209222	0.324125	0.522419	0.479404	0.0367906	0	0	0.0227687	0.52542	0.0823163	0	0	0	0	0	0	0	0	0	0	0	0	0	0.447199
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	0	0.879365	1.51818	0	0	0	0	0.494226	0.82655	0.673171	1.44433	1.49546	0.349367	0.136339	1.02508	0.617085	1.30342	0.481262	1.23515	1.91814	1.178	0.251375	0	0.856374	1.28616	1.97204	1.49972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.508197
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.342281be-4e86-4e27-9e01-e85aacc54324.fc.signal	0	0	0	0	0.0344203	0.568147	0.787635	1.15636	1.86636	1.11847	0.816268	1.55443	1.47534	0.533152	0.667309	1.21507	3.28298	2.42145	1.344	1.64069	1.29076	1.20901	0.365715	0.64538	0.467901	0.642741	0.640751	0.111866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.392377
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003813.1.eaaac0a3-b084-49f5-8ed4-a37c494e32ee.fc.signal	0.980469	0.398669	0.191768	0.0865002	0.0460077	0.344772	0.763558	0.495988	0.249257	0.0452011	0.39961	0.309584	0.069646	0.296183	0.486671	0.48708	1.13889	0.655901	0.522903	0.586226	0.506632	0.27985	0.421011	0.334109	0.255565	0.470436	0.437893	0.0108534	0.446299	0.721449	0.385149	0.00602967	0	0	0	0	0	0	0	0	0	0	0.511344
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0	0.432733	1.08431	0.630862	1.04456	0.789538	0.101188	0.134102	1.37631	0.78684	0.0430047	0.104981	1.00316	0.366161	0.65035	0.487038	1.14988	0.958893	0.4073	0.502856	1.05122	0.680602	0.116366	0.621136	0.654699	0.63435	0.874147	0.471826	0.0898038	0	0	0	0	0	0	0	0	0	0	0	0	0	0.475904
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000184.3.050c9613-31d2-4cab-9d90-4397cf218171.fc.signal	0	0.206769	0.609079	1.01934	0.0950983	0.562953	0.940684	0.396671	0.385832	0.527477	1.13481	1.26143	0.636175	1.00762	0.542264	0.351365	0.619635	0.166761	0.158918	0	0	0	0	0	0	0	0.285287	1.48083	0.0906511	0	0	0	0	0	0	0	0	0	0	0	0	0	0.495623
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.2bbf1d92-dd54-451c-865f-3578546b9653.fc.signal	0.289126	0.221824	1.15491	1.58681	0.825759	0.357561	0.950567	1.38407	0.604445	0.351976	0	0.00549973	0.813842	0.876808	0.377598	0.501132	0.338843	0.608129	0.46835	0.569823	0.250122	0.672235	0.5238	0.299192	0.265529	0	0.369849	0.353584	0.704737	0.10982	0	0	0	0	0	0	0	0	0	0	0	0	0.651934
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.50e4b52f-c2ee-4e5a-94ba-4c206af20e08.fc.signal	0.866265	0.901824	0.582818	0.399264	0.595516	0.574737	0.804329	0.610986	0.1847	0.0758989	0.147838	0.453081	0.635918	0.390452	0.866242	1.27529	0.723173	0.456122	0.426409	0.36244	0.165465	0.199814	0.254687	0.289665	0.137196	0	0.238514	0.965283	0.945117	0.420752	0	0	0	0	0	0	0	0	0	0	0	0	0.516831
