	chr1:93267847-93267996	chr1:93267997-93268086	chr1:93268087-93268146	chr1:93268147-93268296	chr1:93268297-93268446	chr1:93268447-93268536	chr1:93268537-93268596	chr1:93268597-93268616	chr1:93268617-93268746	chr1:93268747-93268856	chr1:93268857-93268896	chr1:93268897-93268976	chr1:93268977-93269046	chr1:93269047-93269196	chr1:93269197-93269346	chr1:93269347-93269406	chr1:93269407-93269496	chr1:93269497-93269646	chr1:93269647-93269796	chr1:93269797-93269946	chr1:93269947-93270096	chr1:93270097-93270246	chr1:93270247-93270396	chr1:93270397-93270546	chr1:93270547-93270696	chr1:93270697-93270846	chr1:93270847-93270996	chr1:93270997-93271146	chr1:93271147-93271296	chr1:93271297-93271446	chr1:93271447-93271596	chr1:93271597-93271746	chr1:93271747-93271896	chr1:93271897-93272046	chr1:93272047-93272196	chr1:93272197-93272346	chr1:93272347-93272496	chr1:93272497-93272646	chr1:93272647-93272796	chr1:93272797-93272946	chr1:93272947-93273096	chr1:93273097-93273246	chr1:93273247-93273314	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001447.1.0bde8c3f-07de-437f-8926-bbf417d01abf.fc.signal	0.676971	0.51546	0.163229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.202748	0.468282	0	0	0	0	0.737752	0.963546	0.08591	0	0	0	0	0	0	0	0	0	0	0	0.048993	0.304033	0.0405923	0	0	0	0.550459
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.2ffc3bfd-a8b5-4bc3-8298-0f71a6dfa4b0.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240405	0.414485	0.715244	0.795777	0.308374	0.384634	0.645515	0.526158	0.306268	0.214294	0.175626	0.993255	0.84292	0.365794	0.305253	0.294909	0.227839	0.272223	1.01132	0.536766	1.17466	0.285749	0.559213	0.371598	0.390494	0.127296	0.57078	0	0.650847
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000279.2.c8dc6fda-b050-49b5-ab4a-886e58f3d031.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.761997	0.535294
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001549.1.b1238445-4a00-452e-8684-dd41797bdbb3.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172816	0.199076	0	0	0	0	0	0	0	0.170604	0.749893	0.505125	0	0	0	0	0	0	0	0	0.112697	0.340428	0	0	0	0	0	0.642857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000831.3.27a27ea1-2b00-4c14-813e-8060e6e66b8d.fc.signal	2.05194	1.65103	0.318809	0.519369	0.889798	0.113539	0	0	0	0	0	0	0.932983	1.63549	0.0672815	0	0	0.0766159	0.360576	0.0278601	0.302512	0.6503	0.27547	0.107343	0.169882	0.580735	0.360364	0	0.249726	0.341089	0.482125	0.193438	0.522842	0.350204	0.694102	0.313055	0.25197	0.219999	0.292953	0.558418	0.811493	0.0744641	0.0535694	0.555556
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.80ce343a-5712-49f6-8c5c-1e3104623262.fc.signal	0.0184904	0	0	0.0676827	0.962305	0	0	0	0	0	0	0.300292	2.51057	1.47945	0.397232	0	0	0	0	0.24368	0.134501	0.0400643	0.973219	0.376785	0.744257	1.19095	0.476921	0.155788	0.299225	0	0.253514	0.11089	0.591761	0.189485	0.16026	0.335739	0.439578	0.0191179	0.916793	1.14639	1.12022	0	0	0.727273
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.10334cc2-577d-467e-a601-b7232b684380.fc.signal	0.764982	0.439136	0.0719593	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117637	0.503858	0.376252	0.4439	0.449697	0.364098	0.158144	0.607548	0.48099	0.552161	0.544181	0.37835	0.621905	0.718289	0.550236	0.410309	0.639327	0.390153	0.307407	0.152775	0.696342	0.991924	0.673097	0.356408	0.286542	0.0608887	0	0.597122
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.0d6e9ac4-1ee5-4f7e-8d0d-48a48250ff2d.fc.signal	0	0.289025	0.52542	0.250477	0.474645	0.253981	0	0	0	0	0	0	0	0	0	0.367839	0.79113	0.667142	0.45765	0.0776467	0.152382	0.729983	0.34376	0	0	0	0	0	0	0.312147	0.765611	0.280769	0.402678	0	0	0.173557	0.333916	0.407122	0.931459	0.612191	0.642829	0.0508061	0	0.616352
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.b7b102bf-d880-40c6-aa7d-dceb11c67807.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.349781	0.1508	0	0	0.0374248	0.780272	0.149699	0	0	0.331477	0.657607	0	0	0	0	0	0	0	0	0	0	0.307301	1.45409	0	0	0.722222
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000248.2.606dcf87-a1e5-4987-b1a6-d323c19f0fba.fc.signal	0.494729	0.972702	0.57976	0.197118	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05592	0.415219	0.046059	0.379305	0.112634	0.613281	0.971784	0.610254	0.154497	0	0	0	0.0988923	1.56772	0.620223	0	0.269622	1.01853	0.0929621	0.222764	0.254325	0.469099	0.483596	0.824524	0.900555	1.38111	0.572238
