	chr3:55983477-55983626	chr3:55983627-55983776	chr3:55983777-55983926	chr3:55983927-55984076	chr3:55984077-55984146	chr3:55984147-55984226	chr3:55984227-55984306	chr3:55984307-55984376	chr3:55984377-55984526	chr3:55984527-55984676	chr3:55984677-55984826	chr3:55984827-55984976	chr3:55984977-55985126	chr3:55985127-55985276	chr3:55985277-55985366	chr3:55985367-55985426	chr3:55985427-55985576	chr3:55985577-55985636	chr3:55985637-55985726	chr3:55985727-55985876	chr3:55985877-55986026	chr3:55986027-55986176	chr3:55986177-55986326	chr3:55986327-55986366	chr3:55986367-55986476	chr3:55986477-55986626	chr3:55986627-55986776	chr3:55986777-55986926	chr3:55986927-55987076	chr3:55987077-55987226	chr3:55987227-55987376	chr3:55987377-55987526	chr3:55987527-55987676	chr3:55987677-55987826	chr3:55987827-55987936	chr3:55987937-55987976	chr3:55987977-55988126	chr3:55988127-55988276	chr3:55988277-55988426	chr3:55988427-55988488	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.889738	0.145369	0.234334	0.616579	0.423969	1.85745	1.6085	0.671197	1.12737	0.76812	0.7687	0.100771	0.544583	0.776728	0.768659	1.20137	1.0736	0.21413	0	0.249016	0.43401	0.676662	0.567797	0.220688	0.243088	0.469538	0.134815	1.03552	1.3141	1.03071	0.540249	0.452506	0.721552	0.757091	0	0.028711	0.493279	0.362957	0.687707	0.337873	0.486607
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000279.2.c8dc6fda-b050-49b5-ab4a-886e58f3d031.fc.signal	0.519597	0.503498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.334721	0.367895	0	0	0	0	0.069554	0.737837	0.17278	0	0	0	0.155125	0.42772	0	0	0	0.344853	1.31257	0.0953649
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0	0	0.0050088	0.627927	0.665411	1.06628	1.27497	0.950426	0	0	0	0	0	0.423385	0.378925	0	0	0.26757	0.53514	0.214056	0.67624	1.17936	1.16217	1.13842	1.88345	0.301279	0.195343	1.21062	0.946718	0.301784	1.00087	0.532133	0.332157	0.111573	0.64498	0.629729	0.607843	0.0964207	0.227531	0.370192	0.590046
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	0.141828	0.211415	0.631383	1.28785	0.489543	0.189868	0.115807	0	0	0	0	0.0462041	0.218379	0.120587	0	0	0.116264	0.314256	0.515644	0.284562	1.25177	1.36266	0.25507	0	0	0.391589	0.910174	1.3685	1.10157	0.686415	0.442398	0	0	0.237806	0.17768	0	0.273986	0.282432	0.201605	0.427149	0.479705
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000184.3.050c9613-31d2-4cab-9d90-4397cf218171.fc.signal	0.58017	0.272171	0.55823	1.00513	0.197681	0.225741	0.979455	1.36339	0.295484	0	0.139095	1.48019	1.65169	0.782902	0.282276	0.320761	0.250154	0.233808	0.308887	0.362749	0.172198	0.474746	0.317799	0	0.255009	0.176171	0.539755	1.37154	1.11758	1.49329	0.621066	0.753182	0.976859	0.466083	0.142426	0.230703	0.877399	1.46436	0.983673	0.864678	0.619048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	0.331524	0	0.438379	1.08499	0.692795	0.236313	0	0.619018	0.447493	0.435745	0.404491	0.301385	1.21376	0.457558	0	0	0.196018	0.602771	0.621036	0.21371	1.12061	1.03542	0.24201	0.133952	0.240776	0.978226	0.449253	0	0	0.368972	1.41362	0.98996	0.511767	1.81821	0.625648	0.37725	0.092487	0.317196	0.697317	1.13732	0.594152
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	0.366543	0	0.25992	2.12034	0.155979	0	0	0	0.613762	0.854035	0	0	0	0.526206	0.373099	0.231255	0.450776	0.249629	2.15074	0.603301	1.82879	0.458122	0.226792	0	0	1.46979	0.841845	0	0.0943992	0.711178	0.489956	0.133806	0	0.522764	0.705084	0	0	0	0.801658	0.968776	0.68491
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.4b84d196-177c-48b4-a7a5-bffad11f4762.fc.signal	0.535772	0.260173	0.524924	0.67232	0.422558	0.270629	0.39956	0.514079	0.287894	0.192038	0.263802	0.254834	0.224795	0.0735733	0.163012	0.17876	0.148558	0	0.0670573	0.259946	0.344668	0.426196	0.223827	0.113709	0.284759	0.560595	0.419187	0.169391	0.266237	0.318283	0.0935629	0.143282	0.0374591	0.242569	0.616817	0.486931	0.532434	0.834327	1.30814	1.56509	0.696552
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.7114bd47-4fa8-4cc2-a314-a8f63b9a798b.fc.signal	0.218205	0.534902	1.42277	0.667336	0.0242631	0	0	0	0	0	0	0	0.417843	0.726212	0.390671	0.395829	0.479042	0.328418	0	0	0	0	0.099298	0.593	0.937299	1.37663	0.518217	0	0.203625	0.398266	0	0.279526	0.374045	0	0	0	0	0	0.223014	0.499212	0.582917
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.d0662727-3cb8-42a6-9eb8-875cfded9c1e.fc.signal	0.215813	0	0.178546	0.109197	0.116895	0.150722	0.181832	0.0185657	0.206494	0.194333	0.0278196	0	0	0	0	0	0	0	0	0	0	0.174155	0.637075	0.509118	0.139189	0.0152754	1.24368	1.08458	0.652212	0.41711	0.0862941	0.10429	0	0	0	0	0.247254	0.348588	0.0263673	0	0.527027
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.74e68fe6-66c5-49bf-a809-80390106feb5.fc.signal	0.4554	0.760397	0.49823	0	0.155101	0.503848	0.367523	0	0.161408	0.294409	0.10895	0.439093	0.232024	0.301069	0.052962	0	0.826703	1.13128	0.341634	0.334309	0.874728	1.23824	0.91968	0.590267	1.45256	2.66248	1.74732	0.799293	0.275547	0.792166	1.21098	0.780907	0	0.239133	0.852839	0.943243	0.417776	0	0	0	0.643463
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.47bafce5-cf92-4589-82d6-1f8a597d67d2.fc.signal	0	0	0	0	0	0	0	0	0.179172	0.457134	0	0	0	0.296391	0.50234	0.0963087	0	0	0	0	0	0.150744	0.32657	0.25124	0.12562	0	0	0	0.102171	0.43538	0.0988211	0	0	0	0	0	0	0	0.353319	0.50234	0.574803
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001050.8.e3d2eec5-07d0-478e-b8e6-55da7b174fe0.fc.signal	0.29722	0.369488	0.345299	0.355472	0.0346243	0.268193	0.316075	0	0.331675	0.254654	0.354428	0.997244	0.59682	0.314478	0.852407	0.86107	0.0642329	0	0.20185	0.388604	1.10049	0.596633	0.390835	0.469796	0.346085	0.185895	0.209181	0.12932	0.263487	0.896476	1.03303	0.850738	0.421792	0.301568	0.613641	0.752242	0.340313	0.987312	1.62466	1.13989	0.633803
