	chr4:113345776-113345925	chr4:113345926-113346075	chr4:113346076-113346225	chr4:113346226-113346375	chr4:113346376-113346525	chr4:113346526-113346675	chr4:113346676-113346825	chr4:113346826-113346975	chr4:113346976-113347125	chr4:113347126-113347275	chr4:113347276-113347355	chr4:113347356-113347425	chr4:113347426-113347575	chr4:113347576-113347725	chr4:113347726-113347875	chr4:113347876-113348025	chr4:113348026-113348175	chr4:113348176-113348325	chr4:113348326-113348375	chr4:113348376-113348475	chr4:113348476-113348575	chr4:113348576-113348625	chr4:113348626-113348775	chr4:113348776-113348925	chr4:113348926-113349075	chr4:113349076-113349225	chr4:113349226-113349375	chr4:113349376-113349525	chr4:113349526-113349675	chr4:113349676-113349825	chr4:113349826-113349975	chr4:113349976-113350125	chr4:113350126-113350205	chr4:113350206-113350275	chr4:113350276-113350425	chr4:113350426-113350575	chr4:113350576-113350725	chr4:113350726-113350808	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.326343	0.530866	1.10361	0.683569	0.243726	0.407651	0.167224	1.48299	2.96956	1.67163	0.878731	0.918872	0.846539	1.03437	0.876157	0.94662	0.253214	0.698192	1.77289	0.763588	0.355767	0.972046	1.74495	1.40167	0.416558	0.738576	0.00487733	1.21815	1.47154	1.92321	1.51872	1.19351	1.56436	0.954588	0.272191	0.200985	0.979705	1.02469	0.599579
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.57956	0.112698	0.58444	0.189946	0.752216	0.513652	0.14293	1.05873	0.601984	0.162788	0	0	0.0160537	0.889947	0.936014	0.363391	1.0319	0.389178	0	0	0	0.0450792	1.28106	0.531735	0	0	0	0.0525924	0.63694	0.856785	0.879301	0.443936	0.0974384	0.537591	0.390135	0.652631	0.402437	0.286728	0.866467
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	0.824668	0.659245	0.875761	0.889627	0.262297	0.854984	1.44237	2.92311	0.28762	0.55365	0.70141	0.791158	0.956073	1.11169	0.820983	0	0	0.894557	2.86559	2.01233	3.14165	3.92574	3.69964	1.64092	2.19707	1.69365	0.807123	0	0.423762	0.267438	3.50337	3.22465	1.90362	0.717037	0	0	0	0	0.309826
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.b7b102bf-d880-40c6-aa7d-dceb11c67807.fc.signal	0.317039	0.877338	0.397391	0	0	0	0.00405727	0.99162	0.280433	0	0	0	0	0	0	0	0	0.175385	0.543873	0.829678	0.357505	0	0.351998	0.386336	0.224104	0.370293	0.160729	0.386296	0.951648	0.353469	0	0.480668	0.263142	0	0	0	0.565962	1.84924	0.326733
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	0	0.219319	0.546162	0.526659	0	0	0	0	0	0.0207193	0.31079	0.563968	0.379198	0	0	0	0	0	0	0	0.257961	0.619399	0.429173	0	0	0.250748	0.717018	0.544855	1.21583	1.47883	0.232077	0.358464	0.598391	0.62171	0.223792	0.306651	0.431012	0.164756	0.801403
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0.539919	0.69211	0.328121	0.436374	0.622369	0.0329274	0	0.102494	0.136017	0.408648	0.434011	0.605206	0.538853	0.0992002	0	0	0	0.323067	1.05141	0.895674	0.243384	0.141838	0.639742	0.443179	0.206985	0.459192	0.0863907	0.111115	0.403876	0.672701	0.283386	0.0254315	0.259111	0.318497	0.220534	0.316793	0.604922	0.382682	0.372534
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.c463eafa-ded1-4a7b-ab31-187e5f8f0b63.fc.signal	0.796748	0.590984	0.0268959	0.156618	0.455043	0.821133	0.808476	0.639549	1.01465	0.319595	0.981621	1.23133	0.910787	0.729214	1.10527	0.551986	0.983266	0.525909	1.20003	1.85694	2.16316	1.40952	1.1242	0.166494	0.124981	1.49917	0.479346	0.632996	1.48412	1.6497	0.824766	0.720036	1.12637	0.626288	0.135776	0.559631	0.673916	0.233781	0.461111
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.727264aa-cb25-4bb6-be50-7f5732e7e88a.fc.signal	0.769498	0.799703	0.705753	0.506962	0.684022	0.449373	0.608153	0.312571	0.361997	0.53211	0.320137	0.218986	0.990666	1.22804	0.672655	0.50036	0.770416	0.616834	0.672369	0.591106	0.667584	0.729156	0.527733	0.383212	0.645347	0.774875	0.505335	0.304798	0.650296	1.15353	0.99581	0.899723	0.836036	0.513647	0.325953	0.364154	0.488435	0.412007	0.274009
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	0.336768	0.501949	0.617326	0.126151	0.142521	0.262277	0.509986	0.696052	0.890785	0.399358	0.802279	1.99443	0.985787	0.635736	0.192546	0	0.0428251	0.221656	0	0.171575	0.708296	0.799337	0.583417	0.435242	0.759603	0.250972	0	0.418054	0.819906	0.946171	0.960031	0.288119	0	0	0.1215	0.850584	0.286819	0.436863	0.877823
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	0.335352	0.0616693	0.573409	0.518262	0.327014	0.156735	0.578524	0.581518	0	0	0	0.648725	0.593428	2.09001	1.39269	0.388093	0.276922	0.0528597	0	0	0	0.352397	0.497377	0.192071	1.25287	0.423801	0	0	1.23712	1.2298	0.653959	0.337455	0.75163	0.624524	0.208501	0	0	0	0.896291
