	chr1:69713642-69713791	chr1:69713792-69713941	chr1:69713942-69714091	chr1:69714092-69714241	chr1:69714242-69714391	chr1:69714392-69714481	chr1:69714482-69714541	chr1:69714542-69714601	chr1:69714602-69714691	chr1:69714692-69714841	chr1:69714842-69714991	chr1:69714992-69715141	chr1:69715142-69715291	chr1:69715292-69715381	chr1:69715382-69715441	chr1:69715442-69715591	chr1:69715592-69715651	chr1:69715652-69715741	chr1:69715742-69715801	chr1:69715802-69715891	chr1:69715892-69716041	chr1:69716042-69716191	chr1:69716192-69716341	chr1:69716342-69716491	chr1:69716492-69716641	chr1:69716642-69716791	chr1:69716792-69716941	chr1:69716942-69716991	chr1:69716992-69717071	chr1:69717072-69717091	chr1:69717092-69717121	chr1:69717122-69717241	chr1:69717242-69717321	chr1:69717322-69717391	chr1:69717392-69717541	chr1:69717542-69717691	chr1:69717692-69717841	chr1:69717842-69717991	chr1:69717992-69718141	chr1:69718142-69718201	chr1:69718202-69718291	chr1:69718292-69718331	chr1:69718332-69718441	chr1:69718442-69718591	chr1:69718592-69718718	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.377456	0.016905	0	0.527576	0.687409	0.39693	0	0	0	0.431655	0.350514	0	0	0	0	0	0	0	0	0	0.175316	0.826688	0.326498	0.217133	0.525673	0.0937457	1.25009	1.30105	0.00893575	0	0	0.0422617	0.697831	0.710535	0.0788886	0.612481	0.695797	0.400322	0.333601	1.26784	0.861931	0.68558	0.875654	0.483392	0	0.80226
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	0	0	0.164078	0.270846	0.0426603	1.04295	1.31462	1.05903	0.54941	0.757881	0.828922	0	0.182435	0.410536	0.393381	0.202501	0.306041	0.277492	0	0.723285	1.54398	0.772908	0.719877	0.128463	0.258139	0.338943	0	0	0	0	0	0.238958	0.19919	0.0227646	0.431835	0.714997	0.635984	0.384877	0	0.240678	0.501735	0.873893	0.811879	0.985319	0.543317	0.788785
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	1.00613	0.423711	0.0234923	0.778204	0.378815	0	0.154175	0.90308	1.38729	0.154121	0.357782	0.847735	0.680927	0.792944	0.022025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0377571	0.699119	0	0	0	0	0	0	0	0	1.2496	0.34457	0.788792
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.50e4b52f-c2ee-4e5a-94ba-4c206af20e08.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.513514
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.38d96ded-07f5-41c6-bca5-4d0a649a7511.fc.signal	0.433674	0.0041172	0	0	0	0.0457467	0.20586	0.20586	0.0760363	0.160929	0.0672476	0.181157	0.20586	0.0457467	0.473475	0.628552	0.157826	0	0	0	0.301928	0.150964	0.06862	0.215467	0.270363	0.322514	0.0288204	0	0.321656	0.41172	0.41172	0.180128	0	0.110594	0.377767	0.0082344	0	0.277222	0.548953	0.198998	0	0.252179	0.591373	0.419951	0.877841	0.428571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.7114bd47-4fa8-4cc2-a314-a8f63b9a798b.fc.signal	0.0909568	0	0	0	0	0	0	0	0	0.246947	1.28829	0.539145	0.343077	0	0	0	0	0	0	0	0.198923	0.684212	0.193674	0.825126	0.6731	0.185817	0.311287	0	0	0	0	0.0338162	0.790199	1.51008	0.46067	0.5288	0.0507849	0	0	0	0.562771	0.809357	0.69437	1.54376	1.62633	0.774834
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.74e68fe6-66c5-49bf-a809-80390106feb5.fc.signal	1.42934	1.57884	1.04193	1.77476	1.128	0.58108	0.58108	0.0677927	0.581072	0.848649	0.0706133	0	0	0	0	0.321531	0.58108	0.206606	0	0	0.484233	0.285885	0.549699	0.315851	0.311291	0.714187	0.580452	0	0	0	0	0	0	0	0	0	0	0	0	0.154955	0.58108	0.58108	1.442	1.25116	0.58108	0.788041
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.47bafce5-cf92-4589-82d6-1f8a597d67d2.fc.signal	0	0	0.375125	0.782067	0.11557	0	0.133957	0.50234	0.50234	0.0803744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142369	0.398552	0.0954712	0	0	0.238678	0.43259	0.50234	0.29004	0.961281	0.290754	0.388889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.b0b3e62c-a424-40a0-81dc-b67047b2608e.fc.signal	0.429785	1.55795	2.03527	1.17571	0.762418	0.623308	0.170489	0.221833	0.260765	0.409933	0.393916	0.00413307	0.24416	0.151214	0	0.167362	0.61982	0.766715	0.414442	0.507433	1.16218	0.737676	0.0289315	0	0	0	0	0	0	0	0	0	0	0	0	0	0.473147	0.353315	0.0764468	0.950461	1.23977	1.37151	1.44264	2.07662	1.02743	0.288
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9a67dbab-2305-42d6-a0ec-7cb7b956e3e2.fc.signal	0.51496	1.24621	0.547298	0.236649	0.149462	0.31138	0.534528	0.62275	0.646972	0.132855	0	0.230418	1.01301	1.00332	0.726543	0.354969	0.0674657	0.473984	0.555286	0.373654	0.459557	0.0263457	0	0	0	0.367424	0.60261	0.62275	0.112874	0	0.207587	0.428144	0.521557	0.733957	0.54387	1.33476	0.23042	0	0.244951	0.986023	1.55694	1.20658	0.784495	0.826525	3.34714	0.297468
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001488.1.f277fd12-ef1b-437b-8412-8210645647cd.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0571392	0.292759	0.311985	0	0	0	0	0	0	0	0.844462	0.552538	0	0	0	0	0	0.516232	0.653398	0.139629	0	0	0	0	0	0	0	0.510622	0.325698	0	0.552381
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.7418f6bc-6e40-4cd9-9c59-6013c4a60b00.fc.signal	0.40247	0.965655	0.785815	0.995993	1.16766	0.511224	0.371466	0.375246	0.154656	0.400312	0.426147	0.687648	0.360664	0.262702	0.988951	1.42531	1.04941	0.759649	0.50779	1.11067	0.649274	0.549329	1.193	0.386736	0.199251	0.0677186	0.521919	0.347172	0.0193342	0	0.051558	0.25779	0.253193	0.0181393	0.732949	0.885748	0.473412	0.302294	0.307878	0.250713	0.210406	0.35249	0.729784	0.563073	0.59347	0.771941
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.f60db18a-9bf4-4a85-95cc-68f3cffdac0c.fc.signal	0	0	0	0	0	0.243767	6.01271	5.06752	0.217672	0	0	0	0	0	2.42577	2.90293	0.039181	3.1181	2.54197	0.101572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12121	6.54449	6.63916	0.430939	0	0	0.627586
