	chr4:113370033-113370182	chr4:113370183-113370332	chr4:113370333-113370482	chr4:113370483-113370632	chr4:113370633-113370782	chr4:113370783-113370932	chr4:113370933-113371082	chr4:113371083-113371232	chr4:113371233-113371382	chr4:113371383-113371532	chr4:113371533-113371682	chr4:113371683-113371832	chr4:113371833-113371982	chr4:113371983-113372132	chr4:113372133-113372282	chr4:113372283-113372432	chr4:113372433-113372582	chr4:113372583-113372732	chr4:113372733-113372882	chr4:113372883-113373032	chr4:113373033-113373182	chr4:113373183-113373332	chr4:113373333-113373482	chr4:113373483-113373632	chr4:113373633-113373782	chr4:113373783-113373892	chr4:113373893-113373932	chr4:113373933-113374022	chr4:113374023-113374082	chr4:113374083-113374232	chr4:113374233-113374382	chr4:113374383-113374532	chr4:113374533-113374682	chr4:113374683-113374832	chr4:113374833-113374982	chr4:113374983-113375022	chr4:113375023-113375125	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.219014	0.191816	0.951587	0.362343	0	0.754719	0.625214	0.725166	0.884916	0.127817	0.173829	0.165587	0.690418	0.795019	1.05754	0.846068	0.609875	0.485596	0.624053	0.337805	1.02159	0.390319	0.650225	0.970921	0.844068	0.927467	0.506745	1.07321	1.33375	0.622944	0.0900553	0.131081	0.856573	0.695595	1.37567	1.03838	0.597345	0.37858
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.428918	1.28676	0.621961	0.35743	0.676734	0	0	0.80543	1.70147	0.262115	0.662437	0.148636	0.593145	0.602935	0.337277	1.32287	0.231704	0.0200352	0.607919	0.504737	0.170373	0.528958	0.112698	0.025044	1.133	0.614761	0.37566	0.524761	0.627103	0.666357	0.523906	0.736543	0.452745	0.32407	1.20574	0.696989	0.491384	0.169143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	0.564045	0.405545	1.66758	0.0254331	0	0	0.0826563	1.70457	2.82622	0.377102	0.567909	0.41545	0.55355	0.498461	2.07285	1.06157	0	0.00635827	2.07935	1.19789	0.755124	0.183836	0	0	0	0	0	0	0	0	1.56072	2.67652	0.547806	1.4515	0.506721	0	0	0.660288
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.b7b102bf-d880-40c6-aa7d-dceb11c67807.fc.signal	0.676799	0	0	0	0	0	0.0412467	0.406608	0.0342346	0.336635	0.225753	0.323538	0	0	0	0	0	0.375529	1.11043	0.471629	0.193463	0.47135	0.767268	0.13411	0	0.203129	0.55171	0.590739	0.0754945	0	0.0207189	0.992309	0.30667	0.610088	0.0403007	0	0	0.787938
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	0.354542	0	0	0	0.161611	0.545016	0.46625	0.484917	0	0.225872	0.574036	0.457975	0.76469	0.750139	0.258992	0.24406	0	0	0	0	0	0.270214	0.494277	0.443503	0	0.217553	0.362311	0.597527	0.310405	0.359998	0.142963	0	0.00828773	0.663124	0.99677	0.567293	0.440592	0.198186
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0.642751	0.572272	0.175023	0.261867	0.0130015	0.152566	0.216336	0	0	0.0597352	0.185708	0.0122461	0.221938	0.0530455	0.253946	0.229583	0.131648	0.255474	0.0263601	0.577328	0.568696	0.495774	0.0708267	0.180991	0.0650123	0	0	0	0.0813783	0.243896	0.0618317	0.0825754	0.48316	0.254924	0.173919	0.245848	0.551472	0.601817
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001016.4.09447dfd-b5f7-40f0-a631-e697e858aafa.fc.signal	1.71027	0.838726	0	0.472683	0.979491	0.863393	0.123355	0	0	0	0	0	0	0	0	0	0.284763	0.363845	0.143459	0.871348	0.452489	0.949846	2.42097	1.31998	1.14727	1.47416	0.786379	0.282688	0.46258	0.789463	0.579763	0.274462	0.776989	0.0611689	1.10776	1.07198	0.199225	0.5
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.c463eafa-ded1-4a7b-ab31-187e5f8f0b63.fc.signal	0	0.209647	1.54544	0.826953	0.98131	2.55479	1.21282	1.99513	1.82539	0.395516	0.47898	0.833285	0.313751	1.29252	0.749992	0.6547	0.6279	1.50937	1.75604	0.492986	0.568837	1.18085	1.41126	0.593632	0.681027	0.622445	1.18042	0.0256151	0	0.736701	1.01738	0.636155	0.314189	0.0354913	1.24772	0.986235	0	0.527174
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.727264aa-cb25-4bb6-be50-7f5732e7e88a.fc.signal	0.426225	0.575275	0.798439	0.806656	0.866991	0.678467	0.555496	0.349126	0.460987	0.629086	0.853622	0.805952	0.632876	1.0577	0.637757	0.14374	0.217152	0.478662	0.729072	0.466142	0.411555	0.532542	0.399486	0.165445	0.192977	0.936108	1.02822	1.16173	0.808439	0.535373	0.549961	0.801969	0.564692	0.571767	0.913729	0.538671	0.311715	0.741117
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	1.09119	0.32927	0.31606	0.280134	0.71729	0.356406	0.276947	1.32829	0.0529261	0.247053	0.251577	0.179934	0.226584	0.243741	0.396203	0.338615	0.381243	0.23536	0.262807	0.0552873	0.204501	0.560437	0.73793	0.560589	0.446488	0.607511	0.970993	0.725558	0.261547	0.233861	1.1401	0.37182	0.173956	0.891594	0.536467	0.465608	0.14939	0.19103
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	0	0	0.58841	0.245377	0.470245	0	0	0.26816	0.306394	0.481794	0.843236	0.704704	1.44295	1.28267	1.80849	0.241242	0.460505	0.724674	0.63913	0.0488129	0.630489	0	0.0104888	0.676048	0	0	0.249123	0.452243	0.162981	0	0.461955	0.620996	0.48724	0.534685	0.63568	0.323771	0.229441	0.163739
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.50e4b52f-c2ee-4e5a-94ba-4c206af20e08.fc.signal	1.42925	0.796579	0.497606	0.917275	0.924948	0.483289	0.0401392	0	0	0	0	0	0	0	0	0.346061	1.00455	1.02418	0.164707	0	0	0	0	0.207386	0.383835	0.22077	0.22633	0.18166	0.410776	0.469032	0.535101	0.161956	0.133797	0.48008	0.359619	0.050174	0	0.389485
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.38d96ded-07f5-41c6-bca5-4d0a649a7511.fc.signal	0	0.200128	0.570911	0.119	0.432303	0.473474	0.0782268	0.452887	0.395028	0.308919	0.315458	0.216512	0	0.0795992	0.318397	0.054896	0.295565	0.146159	0	0	0	0	0.213064	0.20851	0	0	0	0	0	0	0.148365	0.215381	0.0167943	0.251017	0.0482641	0	0	0.411373
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004615.1.e5b6a748-5a0b-4664-9385-4b3edaab31e2.fc.signal	0.745594	1.71628	1.17586	1.1523	1.4403	2.99698	2.60634	2.21903	2.58541	2.06565	0.998935	1.2212	1.9938	1.6213	0.64655	0.626215	0.622004	0.811928	0.163264	0.141725	0.929712	1.14454	0.542732	0.605888	0.805657	0.0530602	0	0.133713	0.574726	0.486354	0.279322	1.02077	1.10367	1.21957	0.945855	0.452055	0.207475	0.69419
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.4b84d196-177c-48b4-a7a5-bffad11f4762.fc.signal	0.579881	0.550358	0.287669	0.279696	0.347083	0.188417	0.112379	0.782563	1.79848	1.54714	0.512088	0.0674807	0.0901023	0.334356	0.6958	0.918633	0.693721	0.338783	0.504014	0.834186	0.591358	0.175271	0.226795	0.269636	0.0951589	0.196032	0.371655	0.36734	0.347606	0.323303	0.834877	0.972575	0.852498	0.771159	0.595532	0.780512	0.543317	0.314917
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001012.4.4385ecaa-47ed-48e3-8af5-20303d73a7da.fc.signal	0.316875	0.356962	0.315601	0.386111	0.416683	0.364705	0.688514	0.0336492	1.48322	1.54534	0	0	0	0	0	0	0.239124	0.786734	1.24239	0.980212	0.587455	0.737618	0.07301	0	0.57902	0.518473	0.630797	0.696463	0.508988	0.174033	0.472322	0.419501	1.18619	1.39244	1.58293	0.786224	0.135703	0.703297
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.7114bd47-4fa8-4cc2-a314-a8f63b9a798b.fc.signal	0.10554	0.57021	0	0.291907	0.755045	0.182278	0.215013	0.349717	0.198684	0.321983	0.0620463	0	0	0	0	0	0	0	0	0.449759	0.170971	0	0.152132	1.30121	1.17594	0.144	0.522772	0.522915	0.205251	0.431986	0.31977	1.00767	0.452163	0	0.389049	1.05335	0.720461	0.158944
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.d0662727-3cb8-42a6-9eb8-875cfded9c1e.fc.signal	0	0	0.0995452	0.26155	0.263502	0	0.058556	0.798307	0.389361	0.167861	0.456737	0.160053	0.435266	0.191283	0.462592	0	0	0	0	0.23032	0.394277	0	0.66143	0.51529	0.68705	0	0	0	0	0	0	0	0	0.105335	0.437807	0.275419	0	0.281042
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.74e68fe6-66c5-49bf-a809-80390106feb5.fc.signal	0.174443	0.219243	0.213698	0.148638	0.671036	0.418282	0.52251	0	0	0.380044	0.142999	0.421963	0.336382	0.802176	1.67129	0.320923	0.177129	0.071274	0.554727	0.169245	0.11299	0.2084	0.367013	0.141244	0.617995	0.462179	0.435331	0.305246	0	0	0.960338	1.25812	0.221852	0.215537	0.176536	0.761907	0.750094	0.185865
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.793fc11e-e9ef-4476-a0d2-85f945a7ed27.fc.signal	1.0686	1.58331	1.3095	0.671913	0	0	0	0	0	0	0	0	0	0	0	0	0.0119467	0.544989	1.04532	0.393039	0.0399152	1.53532	3.17199	2.4688	2.99388	2.10627	0.518452	0	0	0.284618	0.662985	0.261005	0.211864	1.44015	1.50771	0.771506	0.107315	0.541436
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.47bafce5-cf92-4589-82d6-1f8a597d67d2.fc.signal	0.0200992	0.639423	0.746427	0.488642	0.228607	0.33111	0.0100496	0	0	0	0	0	0	0.194273	0.41027	0.0318237	0	0	0	0	0	0	0.234491	0.164143	0.237841	0.03426	0.25124	0.31262	0.439565	0.180893	0	0.0669973	0.25124	0.502394	0.452151	0	0	0.341543
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001050.8.e3d2eec5-07d0-478e-b8e6-55da7b174fe0.fc.signal	0.461494	1.15137	0.351346	0.0313004	0.331192	0.113469	0	0	0	0.151831	0.677593	0.26403	0.806249	0.0775222	0.173311	0.842779	0.680616	0.427588	0.554887	0.333445	1.56819	0.462022	1.22771	0.868442	0.455755	0.964332	0.289095	0	0	0.348451	0.109817	0.242297	0.343271	0	0.369893	0.565598	0.342693	0.454756
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004608.1.5ec97f16-e54d-4318-8ca6-fd123c69fcf5.fc.signal	2.14504	1.47108	1.30562	0.792606	0.982766	3.42054	1.05114	2.00884	2.0122	1.33696	2.03336	2.39918	2.02724	0.954058	0.230358	0.80842	1.34467	2.78181	1.6647	1.14754	2.72581	1.32191	1.7026	1.7258	0.844996	0.636704	0.524864	1.51156	1.73717	1.05332	0.400831	0.281417	1.09906	0.497736	0.715403	0.307586	0	0.648829
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.b0b3e62c-a424-40a0-81dc-b67047b2608e.fc.signal	0.287328	0.283075	0.452113	0.419457	0.442178	0.450441	0.0764617	0.514483	0.886402	1.19548	1.01004	0.770778	1.14776	2.00296	1.63373	0.683002	1.06369	0.645898	0.394173	0.387002	1.40363	0.979611	0.759505	1.1474	0.444897	1.04493	1.61977	1.37065	1.39993	1.56211	0.535154	0	0.0144657	0.374014	0.615986	0.711838	0.808535	0.434439
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9a67dbab-2305-42d6-a0ec-7cb7b956e3e2.fc.signal	0.855246	1.03792	0.334722	1.10098	1.31613	1.23512	0.332136	0.830337	2.80255	2.68312	1.46141	1.67736	2.22755	1.53462	0.968005	0.415998	0.260564	0.72435	1.47305	0.454097	0.701325	0.906801	1.15579	1.29495	1.03792	1.39272	1.41387	1.28091	0.812335	0.570856	1.79572	0.896762	0.751552	0.979528	1.85852	1.66772	0.19859	0.353594
