	chr7:14751428-14751517	chr7:14751518-14751577	chr7:14751578-14751727	chr7:14751728-14751767	chr7:14751768-14751877	chr7:14751878-14752027	chr7:14752028-14752177	chr7:14752178-14752327	chr7:14752328-14752477	chr7:14752478-14752627	chr7:14752628-14752777	chr7:14752778-14752817	chr7:14752818-14752927	chr7:14752928-14753077	chr7:14753078-14753227	chr7:14753228-14753377	chr7:14753378-14753527	chr7:14753528-14753677	chr7:14753678-14753827	chr7:14753828-14753977	chr7:14753978-14754127	chr7:14754128-14754277	chr7:14754278-14754427	chr7:14754428-14754577	chr7:14754578-14754727	chr7:14754728-14754877	chr7:14754878-14755027	chr7:14755028-14755177	chr7:14755178-14755327	chr7:14755328-14755477	chr7:14755478-14755627	chr7:14755628-14755777	chr7:14755778-14755927	chr7:14755928-14756077	chr7:14756078-14756227	chr7:14756228-14756377	chr7:14756378-14756448	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.793238	1.63371	0.776137	0.288	0.404631	1.22052	0.993175	2.1397	2.58347	2.48697	2.41004	2.18	1.27779	0.742892	0.84587	1.28176	1.65849	1.11457	1.45901	0.366168	0.513761	1.80317	0.432403	0.114924	0.872505	1.55072	1.07889	1.28832	0.892366	0.23161	0.160092	0	0.354656	0.247254	0	0	0	0.520772
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.438578	0.360007	0.728155	0.649512	0.331435	0	0	0.225877	0.347067	0.289709	0.582902	0.648013	0.112698	0.0243474	0.557941	0.513401	0.547838	0.254197	0.790099	1.70801	0.863492	0	0.415122	1.1032	0.679808	0.254513	0.330857	0.0904332	0	0	0	0	0.68983	1.0132	0	0	0	0.502918
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	0.963785	0.608533	1.42388	1.38663	1.34023	1.33826	1.57955	0.730988	2.92477	1.46104	2.19834	2.13454	1.20231	0.595658	0.856348	0.578856	0.524044	0	1.43457	1.3345	1.33696	0.545483	0.607668	1.59354	0.436658	0.756684	2.72015	1.65333	3.07392	0.507662	1.4596	2.08614	0.258313	0.446593	1.76586	2.16179	1.56933	0.432432
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	1.29289	1.04214	1.93136	2.31753	2.00735	2.97894	4.05159	4.97747	6.17264	3.94951	4.54104	4.0803	3.04331	1.95397	1.53577	1.06367	1.45369	1.2116	1.45264	1.02915	1.52905	1.50982	0.497095	0.587538	0.8235	0.674389	1.04787	0.626281	0.408477	0.40508	0.026223	0.520168	1.21218	1.12681	1.19244	0.526321	0	0.423191
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	0.439666	0.477853	0.380294	0.741935	0.507009	0.244998	0.482835	0.113069	0.430213	0.418482	0.340336	0.248484	0.0162968	0	0.232351	0.562315	0.46874	0.722795	0.36887	0.0319687	0	0.17027	0.197188	0	0.262759	0.616404	0.341059	0	0.227546	0.468069	0.0328288	0.331654	0.731513	0.036888	0.222296	0.354426	0.378391	0.607256
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	0	0	0.103519	0.438421	0.322738	0	0.694887	0.372972	0	0	0.675155	0.153315	0	0	0.691005	0.013215	1.37487	0.771313	0	0	0	0	0	0.202646	1.22507	0	0	0.280229	0.126274	0	0.176928	0.229227	0	0.394333	0.0695989	0	0.385197	0.619573
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.7114bd47-4fa8-4cc2-a314-a8f63b9a798b.fc.signal	0	0	0	0	0.314229	0.753819	0.449382	0.426122	0.386631	0	0.920559	1.37232	0.628197	0.802401	1.05999	0.183907	0	0.408374	0.739654	0.123442	0	0	0.294317	0.740708	0.0542642	0	0	0	0	0	0	0	0	0	0	0.544032	1.06081	0.56372
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.d0662727-3cb8-42a6-9eb8-875cfded9c1e.fc.signal	2.15891	3.48669	4.19766	3.12999	2.7447	4.55431	6.32256	7.73735	9.87264	12.2039	9.63993	8.03333	6.40573	4.7157	2.34533	1.87573	1.56929	1.1028	0.897851	1.17892	0.638258	0.648018	1.16135	1.84145	1.18411	0.941226	0.505216	0.597422	1.13543	0.898985	0.710851	0.89785	0.823682	1.19374	0.756896	0.589461	1.17111	0.527675
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.74e68fe6-66c5-49bf-a809-80390106feb5.fc.signal	0.0863109	0.558697	0.671801	0.382908	0.261381	1.19842	1.48218	0.785377	0.679987	0.752608	0.657881	0	0	0.0198472	0.524001	0.852717	0.797527	0.267761	0.226134	0.0230603	0.500898	0.0600213	0.033628	0.494162	0.043238	0.0947432	0.34163	0.186353	0.503136	0.125862	0	0	0	0.269741	0.277956	0.528311	0.178065	0.506504
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.47bafce5-cf92-4589-82d6-1f8a597d67d2.fc.signal	0.38797	1.05919	2.72626	2.30469	0.584592	0	0.162464	0.86912	3.26718	3.76283	0.746888	0.25124	0.082224	0.423662	0.185895	0	0	0	0	0	0.0770283	0.50234	0.0887584	0.25124	0.222766	0.818908	1.21747	0.00334987	0	0	0	0	0	0	0	0	0	0.636334
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.b0b3e62c-a424-40a0-81dc-b67047b2608e.fc.signal	0.716939	1.5472	2.98366	1.71527	0.594233	0.769954	2.22956	2.02138	1.61735	1.21572	1.50342	1.25363	0.48389	0.937184	1.23011	0.708068	0.661207	1.36897	3.86853	1.93647	1.96685	1.9449	0.983714	0.36314	0.535384	1.75026	2.72447	1.39009	1.51069	1.20954	1.32142	1.94343	1.02004	1.31176	1.18207	1.98574	2.15611	0.620582
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9a67dbab-2305-42d6-a0ec-7cb7b956e3e2.fc.signal	0.754055	0.939816	0.954992	0.814747	1.10719	0.662643	1.34031	0.587407	0.948049	0.920313	0.28631	0.366319	0.413672	0.479602	0.477705	0.117686	1.29091	0.756015	0.636007	0.164971	0.378914	0.431097	1.01061	0.786227	0.601812	0.545704	1.1536	0.521128	0.974505	0.514451	0.011733	0.0790065	1.19403	0.686796	0.0797546	0	0	0.736527
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.7418f6bc-6e40-4cd9-9c59-6013c4a60b00.fc.signal	0.540424	0.287513	0.523998	0.57668	1.01448	1.78132	0.694844	0.304659	0.129122	0.462791	0.505803	0.522525	0.706768	0.946478	0.380364	0.278521	0.606122	0.166875	0.35963	0.291687	0.332108	0.428836	0.443912	1.56175	0.877698	0.444532	0.190681	0.309121	0.48843	0.453846	0.241688	0.322308	0.772314	0.305433	1.41039	1.60866	0.815144	0.501989
