	chr11:62796075-62796224	chr11:62796225-62796374	chr11:62796375-62796524	chr11:62796525-62796674	chr11:62796675-62796824	chr11:62796825-62796974	chr11:62796975-62797124	chr11:62797125-62797274	chr11:62797275-62797424	chr11:62797425-62797574	chr11:62797575-62797724	chr11:62797725-62797874	chr11:62797875-62798024	chr11:62798025-62798174	chr11:62798175-62798324	chr11:62798325-62798474	chr11:62798475-62798624	chr11:62798625-62798774	chr11:62798775-62798924	chr11:62798925-62799074	chr11:62799075-62799224	chr11:62799225-62799374	chr11:62799375-62799524	chr11:62799525-62799674	chr11:62799675-62799824	chr11:62799825-62799974	chr11:62799975-62800124	chr11:62800125-62800274	chr11:62800275-62800424	chr11:62800425-62800574	chr11:62800575-62800724	chr11:62800725-62800874	chr11:62800875-62801024	chr11:62801025-62801174	chr11:62801175-62801324	chr11:62801325-62801474	chr11:62801475-62801624	chr11:62801625-62801774	chr11:62801775-62801924	chr11:62801925-62802074	chr11:62802075-62802224	chr11:62802225-62802374	chr11:62802375-62802524	chr11:62802525-62802674	chr11:62802675-62802824	chr11:62802825-62802877	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000076.3.8c8cf71c-e370-472d-89ef-87dbd2cde25f.fc.signal	0.750771	0.616843	0.288174	0.931621	0.686819	0	0	0.244232	0.333115	0.478808	0.870292	0.145716	0.180994	0.242938	0	0.824711	1.24275	0.506472	0.308241	0.348799	0.240644	0.632716	1.46562	0.586174	0	1.88739	1.41873	0.258935	0.373061	0.510499	0.599062	0.328263	0.855882	0.67755	0.398905	0.448551	0.222456	0.862983	0.576837	0.970746	1.83064	0.689498	1.21685	0.444639	0.563751	0.743686	0.822857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	1.02489	1.34364	1.45741	0.199355	0.591998	0.904993	0.773175	0.351682	0.551928	0.64482	1.2612	1.10136	0.35005	0.452763	0.0330694	0.050876	0.335827	1.44169	1.29742	1.48382	0.652861	0.72259	0.294654	0.707836	0.851767	1.03403	1.45264	0.104989	0.631398	1.76167	0.104287	0.359163	1.15505	1.5729	1.98589	0.550452	0.310874	0.474966	1.45422	1.3492	1.32682	2.92509	1.66274	1.76756	0.905424	0.971767	0.415046
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001447.1.0bde8c3f-07de-437f-8926-bbf417d01abf.fc.signal	0.370945	0.00839893	0.312174	1.43724	0.113401	0	0	0	0.0498323	0.550413	0.403244	0.154576	0.127698	0.754406	0.451067	0.332696	0.307094	0.641264	0.522172	0.48708	0.649802	0.837369	0.710671	0.463914	0	0	0	0.0062992	0.44234	0.659133	0.0200064	0	0	0.0937932	0.946902	0.259264	0.194937	0.550755	0.80037	0.885464	0.984712	0.775697	1.11649	0.207029	0.318312	0.455201	0.54481
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.2ffc3bfd-a8b5-4bc3-8298-0f71a6dfa4b0.fc.signal	0.834541	0.514923	0.857224	0.853585	0	0	0.632764	0.520077	2.73907	1.3782	0.624092	0.317078	0.360245	0.996925	0.221033	0	0.40819	0.956849	0.227685	0.131531	0.484528	0	0.148412	0.619622	0.488905	1.02291	0.781742	1.00036	1.02603	0.244816	0.78764	0.95735	0.901245	0.45136	0.278289	0	0	0.226167	0.958948	0.648105	1.05806	0.630326	0.642153	0.532637	0.327485	0.402788	0.547544
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000159.3.2e817463-50da-4748-b0f1-6026956a5007.fc.signal	1.4031	0.437664	1.81502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48033	2.21407	3.06365	0.0257449	3.6043	0.875329	0	0	0.218832	1.93087	0.10298	0	0	0	0	0	0	4.83995	2.67745	1.49321	0	0	0	2.31174	1.55876	0.527772	3.86175	0.601533
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000279.2.c8dc6fda-b050-49b5-ab4a-886e58f3d031.fc.signal	0.747591	0.304311	0.24441	0	0	0	0	0.25669	0.403647	0.768124	0.726883	0	0	0.190446	0.555898	0.29818	0.355209	0.87465	0.524839	0	0.443112	0.0814695	0	0	0	0	0	0	0	0	0	0	0	0.0887167	0.676898	0.101132	0	0	0	0.478602	0.0430156	1.06147	0.409033	1.31813	0.69212	2.50835	0.592661
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001549.1.b1238445-4a00-452e-8684-dd41797bdbb3.fc.signal	0	0	0	0.0929157	0.522931	0.407554	1.14684	0.636105	0	0	0.573419	0.691894	0.202192	0	0	0	0	0	0.0187396	0.790559	0.424686	1.11215	3.25699	2.07289	1.46163	1.15682	0	0	0.766569	1.8272	0.304587	0.544045	0.172102	0	0.531048	0.292297	0.172866	0.531172	1.08596	1.63288	1.35329	0.236922	0.945862	2.03619	0.201611	0.603035	0.846043
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000831.3.27a27ea1-2b00-4c14-813e-8060e6e66b8d.fc.signal	2.79736	1.32985	0.299582	1.50804	0.502969	1.2271	1.22665	1.98368	1.00334	1.56563	1.29428	0.740065	0.809378	0.770495	1.21453	0.955418	1.087	1.74482	2.15997	1.1868	0.803603	1.00495	1.18821	1.07689	1.06741	1.73243	0.833978	0.570831	0.582963	1.06675	1.06269	1.39465	0.386617	0.637806	1.85168	2.46944	1.93984	2.12906	2.64759	1.5222	2.35206	0.776248	0.563455	2.07645	2.04498	2.9983	0.528131
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	1.92947	1.48555	1.56845	1.53165	0.558485	0.669452	0.480291	0.608897	1.20285	1.20843	2.7916	0.214563	0.639441	1.75311	0.844184	1.06779	0.250281	1.99033	0.735823	0.0212874	0.612067	0.242927	0.299276	0.454225	1.45926	0.356354	0	0.241436	0.765669	0.469125	1.53329	0.811556	1.05602	1.84037	0.500179	0.714277	1.26014	0.96867	2.59497	1.37227	1.30936	0.762673	1.04662	1.48932	1.01763	0.69566	0.294425
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.80ce343a-5712-49f6-8c5c-1e3104623262.fc.signal	0.323333	1.96577	0.910463	0.364214	0.813906	0.6838	1.25975	0	0.787872	0.772999	0	0	0	0	0	0.0520511	0.517013	0.650382	0	0.718783	0.0111494	0	0.694979	0.0854787	0	0	0.438543	0.598351	0.524022	0.084701	1.25626	0.535171	0.293601	0.163525	2.36722	1.26726	1.52119	1.81646	0.303201	0.687546	0.0929117	0.675978	0.0094652	0.133793	0.630946	0.288517	0.505367
