	chr2:234012062-234012211	chr2:234012212-234012361	chr2:234012362-234012471	chr2:234012472-234012511	chr2:234012512-234012661	chr2:234012662-234012811	chr2:234012812-234012961	chr2:234012962-234013111	chr2:234013112-234013261	chr2:234013262-234013411	chr2:234013412-234013561	chr2:234013562-234013671	chr2:234013672-234013711	chr2:234013712-234013761	chr2:234013762-234013861	chr2:234013862-234014011	chr2:234014012-234014161	chr2:234014162-234014311	chr2:234014312-234014461	chr2:234014462-234014491	chr2:234014492-234014611	chr2:234014612-234014671	chr2:234014672-234014761	chr2:234014762-234014841	chr2:234014842-234014911	chr2:234014912-234014961	chr2:234014962-234015021	chr2:234015022-234015061	chr2:234015062-234015121	chr2:234015122-234015211	chr2:234015212-234015261	chr2:234015262-234015361	chr2:234015362-234015461	chr2:234015462-234015511	chr2:234015512-234015661	chr2:234015662-234015811	chr2:234015812-234015871	chr2:234015872-234015901	chr2:234015902-234015961	chr2:234015962-234016111	chr2:234016112-234016261	chr2:234016262-234016411	chr2:234016412-234016561	chr2:234016562-234016631	chr2:234016632-234016711	chr2:234016712-234016861	chr2:234016862-234016901	chr2:234016902-234017011	chr2:234017012-234017154	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.10334cc2-577d-467e-a601-b7232b684380.fc.signal	0	0	0.0578988	0.159201	0.241106	0.37718	0.452966	0.866535	0.751524	0.515333	0.255244	0.0256565	0.0865465	0.154176	0.293627	0.32557	0.439822	1.21634	0.987497	0.226949	0.588305	0.816255	0.579776	0.33212	0.25471	0.312603	0.315875	0.437729	0.600584	0.559069	0.44172	0.264035	0.591643	0.761166	0.660205	0.18927	0.133159	0.283681	0.36226	0.303899	0.0948593	0.331426	0.386147	0.227849	0.446895	0.406782	0.223763	0.263355	0.0757613	0.510101
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003813.1.eaaac0a3-b084-49f5-8ed4-a37c494e32ee.fc.signal	0	0	0	0	0.406756	0.370783	0.121575	0.307515	0.165413	0.172755	0.180853	0.233216	0.2812	0.304636	0.578709	0.755745	0.536536	0.50261	0.0449068	0	0.00568483	0.153735	0.171188	0.272459	0.167175	0.140828	0.01056	0	0	0.303862	0.331894	0.313673	0.649785	1.17166	1.20387	0.563604	0.165768	0.16713	0.326331	0.404284	0.362313	0.25828	0.256161	0.44064	0.669679	0.504118	0.048858	0.327908	0.571852	0.397743
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.efaf5424-48a2-426f-8f4e-0fdd590e949e.fc.signal	0.0472628	0.00437973	0.16942	0.273303	0.253755	0.0973601	0.0461015	0.0733565	0.169779	0.16357	0.294327	0.291127	0.188366	0.0201972	0	0	0	0.106747	0.15924	0.186831	0.273289	0.150364	0.12876	0.125123	0.135233	0.0864396	0.136167	0.20372	0.226447	0.256715	0.200797	0.0761271	0.0112005	0	0.0294328	0.35384	0.379245	0.402602	0.231729	0.0967792	0.0233536	0.129153	0.262809	0.266065	0.211398	0.191005	0.132726	0.107253	0.0237197	0.436508
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.c621361d-dad0-4fef-8483-b87bec22a86a.fc.signal	0.0815664	0.337985	0.450529	0.374826	0.146264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115268	0.23851	0.144783	0	0	0	0	0	0.550459
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001901.1.f49f8858-2472-44f2-b550-626e1e1b869d.fc.signal	0.0975663	0.37141	0.334083	0.319573	0.179371	0.0240008	0.0951101	0.277052	0.570631	0.244895	0.300065	0.480394	0.410655	0.512186	0.38414	0.603054	0.365596	0.264716	0.154372	0.175321	0.346186	0.478227	0.309225	0.192799	0.202576	0.18058	0.216103	0.344315	0.548918	0.768218	0.855681	1.02682	1.12641	0.999438	0.402728	0.0291645	0	0	0	0	0.274201	0.474432	0.336364	0.463324	0.402612	0.0884652	0.22453	0.228229	0.330485	0.412393
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003817.1.938c2b4b-daef-44d7-a2de-46b7f4271c13.fc.signal	0	0	0.0747095	0.10834	0.240727	0.225253	0.0287664	0.062207	0.287406	0.472636	0.322537	0.110722	0.156345	0.217535	0.307996	0.216529	0.18939	0.0492043	0	0	0	0.164451	0.21835	0.330288	0.298864	0.221677	0.22173	0.127496	0	0	0	0	0	0	0.0716931	0.293424	0.393572	0.22173	0.21265	0.0571799	0	0	0.090295	0.195604	0.134007	0.0532915	0	0	0	0.57354
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004606.2.ed49a991-84af-4e39-816c-484a056fbaeb.fc.signal	0	0.117863	0.379714	0.309902	0.412876	0.792456	0.23717	0.135016	0.986649	0.851395	0.831217	0.845589	0.680142	1.66169	2.29399	0.593142	0	0.463216	1.12004	1.47048	0.410552	0	0.0163828	0.829227	1.64189	1.26535	0.408216	0.294719	0	0.314548	1.28671	1.18744	0.246366	0.448567	0.735251	0.84556	0.73524	0.392146	0.134039	0.354618	0.641009	0.177845	0.336209	0.341795	0.665253	1.28558	2.06176	1.19441	1.128	0.508929
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001900.1.5c07f984-971d-485b-aaa7-9eb650115736.fc.signal	0	0.0715417	0.273869	0.272335	0.120917	0.360646	0.444281	0.640304	1.01703	0.356132	0.355505	0.842055	0.652259	0.571684	0.402642	0.317969	0.208265	0.501988	0.510221	0.334057	0.646287	0.965765	1.11183	0.891344	0.57469	0.325346	0.210579	0.14519	0.058076	0	0.0406366	0.0994501	0.476118	0.63957	0.796935	0.294568	0.341293	0.312522	0.559726	0.777973	0.706472	0.469794	0.31801	0.0807757	0.38786	0.857652	0.752995	0.346361	0.24984	0.473361
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000992.7.455df784-1bb9-4cc0-95a0-4a32fe765d2d.fc.signal	0.0888037	0.149015	1.05102	0.79362	0.300638	0.141363	0.228881	0.502795	0.631829	0.167544	0.468497	0.101962	0	0	0.15903	0.237624	0.108236	0	0.335683	0.476419	0.304073	0.168218	0.000935	0.187028	0.49301	0.766788	0.22971	0.120646	0.121335	0.068596	0.23108	0.152676	0.577359	1.49437	1.76467	0.981003	0.0160293	0	0.0264663	0.531069	0.607668	0.395698	0.620485	0.830925	0.717633	0.472239	0.318951	0.253769	0.230874	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.4a8b4799-6afb-49ea-a6ae-19a731abd44c.fc.signal	0.167218	0.0554989	0.504524	1.00763	1.25216	1.15783	0.895093	0.566649	0.562112	0.623619	0.985476	1.50832	1.42474	1.75064	1.42441	0.572345	0.990669	0.923074	1.01589	0.976721	0.940793	0.640272	0.638223	0.400746	0.347101	0.197365	0.129629	0.0212145	0.0297245	0.212477	0.446751	0.667704	0.41235	0.111583	0.0951093	0.514631	0.425934	0.31227	0.159738	0.103131	0	0.27819	0.850667	0.545789	0.281241	0.275195	0.398066	0.499546	0.470407	0.37018
