	chr12:69674416-69674565	chr12:69674566-69674715	chr12:69674716-69674775	chr12:69674776-69674865	chr12:69674866-69674975	chr12:69674976-69675015	chr12:69675016-69675105	chr12:69675106-69675165	chr12:69675166-69675315	chr12:69675316-69675465	chr12:69675466-69675615	chr12:69675616-69675765	chr12:69675766-69675825	chr12:69675826-69675915	chr12:69675916-69676065	chr12:69676066-69676215	chr12:69676216-69676365	chr12:69676366-69676415	chr12:69676416-69676515	chr12:69676516-69676585	chr12:69676586-69676665	chr12:69676666-69676815	chr12:69676816-69676845	chr12:69676846-69676965	chr12:69676966-69677115	chr12:69677116-69677265	chr12:69677266-69677415	chr12:69677416-69677565	chr12:69677566-69677715	chr12:69677716-69677805	chr12:69677806-69677865	chr12:69677866-69678015	chr12:69678016-69678075	chr12:69678076-69678165	chr12:69678166-69678195	chr12:69678196-69678315	chr12:69678316-69678465	chr12:69678466-69678615	chr12:69678616-69678765	chr12:69678766-69678835	chr12:69678836-69678915	chr12:69678916-69678985	chr12:69678986-69679035	chr12:69679036-69679065	chr12:69679066-69679165	chr12:69679166-69679215	chr12:69679216-69679365	chr12:69679366-69679515	chr12:69679516-69679568	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	1.17791	0.565747	0.704687	0	0	0.310984	0.551527	1.02958	0.97476	0.379109	0.353627	0.913893	1.19208	0.101205	0.368296	0.755971	1.60916	0.465425	0.701852	1.68234	2.19597	1.97193	2.02167	0.853018	1.00829	0.926396	0.822305	0.84931	0.552007	0.082487	0	0	0	0.540246	0.76296	0.822294	0.714936	0.296401	0.532459	0.964647	0.457783	0.34318	1.42393	2.25074	2.15924	1.04527	0.52901	0.740967	0	0.499464
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	1.60654	1.398	0.46625	0.31079	0.0197775	0.349678	1.03615	1.83922	1.94385	2.38863	1.7178	0.951188	0.575081	0.524988	0.51394	0	0.200978	0.31079	0.257956	0.523953	1.01244	0.883855	1.12136	0.859775	0.630448	0.495786	0.93321	0.529999	0.47004	0.593592	0.466872	0.430417	0.216563	0.534527	0.581863	0.321287	0.338	2.43592	1.99605	0.45758	0.157745	0.333676	0.634707	0.716427	0.906355	0.893415	1.35764	1.65889	1.23234	0.545566
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.d0662727-3cb8-42a6-9eb8-875cfded9c1e.fc.signal	0.450625	1.70985	1.53708	0.7352	0.55362	0.29278	0.0618091	0.770982	1.33116	0.279823	0.439018	0.804164	0.946646	0.637608	0.653872	1.04619	1.89301	2.15021	1.11847	0.438419	0.562247	0.642887	0.609008	0.774555	0.976875	0.505099	0.183128	0.130512	0.359762	0.0885033	0	0.349384	0.834417	1.07677	0.770981	0.0975933	0.202653	0.735519	1.35802	1.03041	1.02208	0.169673	0.0409892	0.292075	0.284777	0.113592	0.535896	0.527051	0.828614	0.484289
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.47bafce5-cf92-4589-82d6-1f8a597d67d2.fc.signal	0.725122	0	0	0	0	0	0	0.110357	0.400208	0.555072	0.263201	0.25456	0.946156	1.73317	0.921038	0.547622	1.51383	1.72815	0.743537	0	0	0.0117245	0.38516	0.588184	0.599532	2.58561	1.22416	0.849052	1.25764	0.795467	0.209367	0	0	0	0	0.383066	1.27103	1.82195	1.44687	0.448559	0.0659505	0	0	0	0	0	0.35334	0.688894	0.574009	0.436942
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.b0b3e62c-a424-40a0-81dc-b67047b2608e.fc.signal	0.762606	1.30735	1.67401	1.10651	1.27422	1.47988	0.837776	0	0	0	0	0.0861956	0.397101	0.613545	0.651143	1.25667	1.81498	0.942201	0.0588962	0.579983	1.06929	1.46042	1.52519	2.20876	1.9797	0.439412	0.140658	1.14161	1.22148	0.622409	0.505702	0.639311	0.610202	0.706462	0.860935	0.942219	0.803819	0.131608	0.429644	0.570436	0.456433	0.304178	0.144804	0	0.240493	0.910856	1.64777	1.87815	1.47824	0.38048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9a67dbab-2305-42d6-a0ec-7cb7b956e3e2.fc.signal	0.938538	0.103793	0.254294	0.31138	0.031138	0	0.242181	0.62275	0.228342	0.343225	0.579161	0	0.500346	0.855855	1.01249	0.925798	0.769522	0.844688	0.72293	1.35162	1.25603	0.411843	0.0889147	0.486326	0.590424	0.461169	0.453471	1.0327	0.867498	0.194518	0.197207	0.782593	0.794009	0.577774	0.15569	0.0695449	0.909257	0.529455	0.0552831	0.279295	0.332669	0.536716	0.795471	0.820498	0.591027	0.626536	0.659488	0.287711	0.00922415	0.436195
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.f60db18a-9bf4-4a85-95cc-68f3cffdac0c.fc.signal	0	0	0	0	0	6.56125	7.03332	0.509353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176112	7.17246	0	0	0	0	0	1.45657	4.7098	3.686	0	0	0	0	0	0	0	0	4.51817	6.57198	1.34009	4.25287	0.0470172	0	0.426691
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000784.3.34f373d0-ec85-43e8-be9c-456d096f409b.fc.signal	0	0.332987	0.489427	0.0815558	0.27745	0.79096	0.764242	2.38982	1.84758	0.40965	0.243641	0	0	0	0	0.176146	0.426049	0.253786	0.641003	0.231304	0	0.363346	0.700585	0.12024	0	0	0.414229	0.878293	0.131959	0	0	0	0	0.471619	0.89034	0.341217	0.0607137	0.563947	1.22137	1.6155	0.260422	0	0.0853926	0.299038	0.807822	0.284845	0	0	0	0.465782
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.cb3f1a65-14b1-4058-aef5-bc7db4396fc3.fc.signal	0.544693	0.504609	0.439358	0.728393	0.564717	0.54489	0.420815	0.70386	0.684082	0.509943	1.71828	1.06802	0.576729	0.16049	0.390339	0.626094	1.35599	0.984419	0.543466	0.753441	2.69732	2.77179	1.37138	1.65971	1.57662	1.38357	1.14271	0.504926	0.0091268	0	0	0.310124	0.432523	0.30007	0.156318	0.332977	0.955088	0.729485	0.811153	0.661902	0.185012	0.358606	0.819092	0.965316	0.914603	0.381657	0.313852	0.346254	0.27605	0.456206
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.6c69236e-c3b7-44e9-b4df-92ecc399b775.fc.signal	0	0.227153	0.454669	0.437495	0.0366288	0	0	0	0	0	0	0.289576	0.736074	0.702111	0.455938	0.848387	0.63641	0.18553	0	0.228246	0.614312	0.919564	0.779541	0.266291	0.429855	0.555344	0.245756	0.09981	0.49636	0.275158	0	0.277606	0.498557	0.349113	0.249502	0.0353048	0.107389	0.496353	0.284192	0.454357	0.486981	0.279876	0.289255	0.361809	0.34352	0.251869	0.248336	0.326781	0.153188	0.01
